img_id,blood_name
110848,＂罗森波斯＂桑杰仕
110849,＂罗森波斯＂桑杰仕
110850,＂罗森波斯＂桑杰仕
110879,爱亚卡普-詹森
111065,林波尔
111074,林波尔奇迹“189”
111079,奇迹“32”第四代
111081,林波尔
111087,速霸龙
111110,林波尔
111137,
111163,
111269,
111314,年轻麦克斯直孙X019直孙女
111337,佛卡门.双关汽车大奖赛总冠军
111341,河北点将台公棚决赛65名
111347,
111355,瓦特
111357,
111730,詹森红魔王x漂亮石板
111808,詹森
111809,詹森*火箭
111831,
111834,
111838,
111840,
111841,
111843,
111845,
111847,林波尔
111853,林波尔
111854,林波尔
111857,
111859,林波尔
111860,
111868,林波尔
111869,林波尔
111886,
111890,詹森
111971,考夫曼
112069,戴扶连特
112077,佛科克
112079,瑞克赫尔曼×佛科克
112081,吐尼尔
112093,盖比*凡龙
112113,贝克詹森
112118,詹森
112119,詹森*爱坐者曾孙女
112120,詹森原舍种鸽*荷比对抗赛冠军近亲孙女
112121,詹森原舍种鸽*荷比对抗赛冠军近亲孙女
112122,詹森原舍种鸽*詹森大铭鸽019曾孙
112123,詹森原舍种鸽*03晚生红狐
112125,路易斯.凡龙原舍
112289,佛科克
11229,桑杰士
112402,火箭龙
112409,英格斯
112435,考夫曼
11250,桑杰士
112601,贝克．詹森
112609,红狐520
112697,德国RV亚军*荷兰NPO冠军
112699,詹森麦克斯多重回血
1127,
112735,佛科克
112792,
112868,佛科克
112881,
112944,胡本年轻艺术家之孙
112995,
113049,
113052,
113054,
113139,帝卢速霸龙
113229,帝卢速霸龙
113249,桑杰士
113297,瓦特
113353,帝卢-速霸龙
113441,
113454,
113483,盖比X凡龙73
113538,
113550,飞戈
113551,飞戈
113560,飞戈
113562,飞戈
113567,飞戈
113819,胡本小海尔比
113824,
113862,年轻巴龙直子×詹森麦克斯
113863,年轻巴龙直子×年轻巴龙直孙女
113894,胡本近血
113927,罗森波斯
113951,速霸龙
113953,速霸龙
113969,胡本近血
114041,年轻艺术家直孙
114043,桑杰士
114144,詹森
114188,米卫*桑杰士
114201,胡本
114262,罗森波斯
114265,
114269,戈马力
114481,詹森*90#卡特利斯*冯莱尔
114551,胡本
114578,胡本
114584,胡本
114585,胡本
114586,速霸龙
114587,速霸龙
114615,空军*凡布利安娜*59系
114618,空军*凡布利安娜*凡代克*考夫曼
114619,詹森*凡代克*考夫曼
114702,
114719,59系*山普森*冯莱尔*詹森
114758,
114770,
114771,
114784,
114916,漂亮秃头王子X胡本海尔比
114917,速霸龙“夢幻配對”利蒙治号双重近亲
114919,速霸龙“夢幻配對”利蒙治号
11499,
11501,电脑戈马利
11502,电脑戈马利
115104,甘纳斯*詹森*阿列维什
115135,顶级公牛“55“第四代
115144,山普森X佛尔布文X詹森
115327,桑杰士计算机X五次冠军
115630,苍白近亲
115714,戈马利原棚008大脚趾贝隆
115715,电脑戈马利原棚008贝隆祖孙回血934
115716,瓦特直系
11574,魯道克拉森
115894,克拉克
115895,克拉克
115902,瓦特.德累克
115903,瓦特.德累克
115951,赫尔曼斯.赫斯特*范德库克
115961,爱亚卡普-詹森
116055,黑杰克
116056,国家一号
116071,胡本
116072,詹森*90号*卡特利斯
116086,詹森*修肯斯.冯莱尔
116105,风雨詹森
116146,詹森传奇146回血
116152,詹森白羽号多重回血
116167,
116477,苏维八关王直女
116479,公牛“280”直女
116480,顶级公牛“55”直女
116481,苏维八关王第三代
116484,
116489,
116703,苏维八关王直女
116704,苏维八关王直女
116706,
116707,
116722,“苏维八关王”×南非41名直子
11677,乔斯.佛卡门
116773,顶级公牛“524“第三代
116820,黑金刚
116855,胡本
116877,胡本
116879,胡本
116881,胡本
116926,芬尼卡5000
116940,詹森红狐
116998,兰色奥尔良
117009,100号
117011,100号
117130,凡龙配克拉克詹森
117194,
117207,
11727,魯道克拉森
117322,
117330,苍白骑士
11735,慕利门*霍夫肯
117637,020
117813,顶级公牛“55”直子
117822,顶级公牛“55”直子
117825,苏维八关王直子
117828,顶级公牛“55”直女
117880,顶级公牛“55”直女
117976,顶级公牛“55”直子
117978,苏维八关王直子
117979,奇迹“32”第五代
117980,顶级公牛“280”第三代
117985,顶级公牛“55“直子
117986,苏维八关王第三代
117989,
117990,
117991,公牛“280”第三代
117994,拿破仑973（拿破仑王子配拿破仑大公主）
118006,乔斯托内100%拿破仑血统近亲作出的超级种雌
118172,超级483”超级484近亲直子
118173,奥林匹克03直子X奥林匹克03直女
118174,杨欧瓦克超级484直孙
118176,吉林克斯白头席维斯特直子X桑杰士
118178,爱亚卡普.皮特直子X欧元直女
118269,100%乔斯托内黄金血统拿破仑系始终领跑全兄弟姐妹
118270,100%乔斯托内黄金血统拿破仑系始终领跑全兄弟姐妹
118272,拿破仑王子兄弟配始终领跑
118274,拿破仑107皇家威龙全妹（王子配嘉比）
118378,年轻巴龙
118379,武器号近血直孙女
118417,年轻巴龙
118419,白翼巴龙
118421,白翼巴龙
118423,
11845,红詹森
118544,乔斯托内
118547,乔斯托内
118560,红旭、詹森019
118567,速霸龙近亲回血
118568,速霸龙＼詹森０１９
118570,速霸龙近亲回血
118571,速霸龙近亲回血
118580,云南红旭速霸龙
118581,狄尔巴、速霸龙、詹森019
118586,乔斯托内、速霸龙
118588,德拉帕
118591,詹森０１９
118655,詹森０１９＼年轻麦克斯
118658,詹森麦克斯＼詹森０１９
118659,詹森０１９
118663,乔斯托内＼速霸龙
118670,凡龙詹森
118742,苏维八关王第三代
118744,林波尔苏维
118765,盖比*詹森
119144,电脑戈马力
119145,电脑戈马力
119148,电脑戈马力
119152,电脑戈马力
119155,胡本
119198,
119203,苍白骑士直孙
119237,贺伯特
119238,路伊迪克
119432,司翠克鲍特
119761,考夫曼
119854,培英红
120117,
120165,盖比.国家赛8名X巴可X凯蒂直女
120166,辽宁琪阳公棚决赛462名
12026,詹森019曾孙，极品詹森001号直子
12030,任秀夫詹森019系（019直孙）
12031,范氏詹森系(公棚决赛31名外祖父)
12033,凡布了安娜2号系
12034,纯凡布里安娜系
12038,保罗西翁系+罗伯特西翁系
12042,日本花尻充由华--“势山系”！（魔鬼系）
120459,100%乔斯托内黄金血统拿破仑系
12046,万德卫根系（花花公子号之后）×古柏系
12056,克拉克/詹森系
120570,100%乔斯托内黄金血统拿破仑系
120571,100%乔斯托内黄金血统拿破仑系
120572,100%乔斯托内黄金血统拿破仑系
120582,100%乔斯托内黄金血统拿破仑系
12061,詹森019之孙，回血种鸽（子×孙配）
120692,桑杰士近亲回血
120706,盖比
120743,詹森系
120744,90#卡特利斯*詹森
120747,90#卡特利斯*詹森
120748,戈登*90#杨阿腾
12080,克拉克詹森019系
12087,三关鸽王之父
120894,群鹰系
120895,群鹰系
120896,群鹰系
120898,桑杰士
120899,群鹰系ｘ桑杰士
120900,群鹰系
120901,群鹰闪电
120902,群鹰系Ｘ桑杰士
120908,桑杰士
120909,群鹰系
120912,红狐Ｘ桑杰士
12092,詹森20次冠军019号直孙
12093,纯凡布里安娜系
120975,
12098,老西翁系多重回血种鸽
121044,
121101,雷德曼X罗尔林克
12128,纯日本罗伯特西翁系
12133,卡尔.穆利门
12139,瓦特.德累克
121509,
121537,詹森老火箭
121575,佛卡门
121649,德拉帕
121681,吐尼尔原舍种鸽
121746,利奥赫尔曼斯
121747,吐尼尔
121770,100%乔斯托内黄金血统拿破仑系
121771,100%乔斯托内黄金血统拿破仑系
121772,100%乔斯托内黄金血统拿破仑系
121773,100%乔斯托内黄金血统拿破仑系
121774,始终领跑直子
121775,始终领跑直女
121776,100%乔斯托内黄金血统拿破仑系
121777,100%乔斯托内黄金血统拿破仑系
121778,100%乔斯托内黄金血统拿破仑系
121812,吐尼尔
121813,利奥赫尔曼斯
121817,吐尼尔
121826,速霸龙
121902,詹森019*詹森老白眼
121903,詹森019*速霸龙
121904,詹森０１９＊狄尔巴
121905,钻石王＊詹森０１９
121906,詹森麦克斯＊云南森林黑
121916,詹森019
121918,电脑戈马利
121919,电脑戈马利
121920,电脑戈马利
121921,胡本
121923,胡本
121924,胡本
121946,雷德曼X罗尔林克
121951,派翠西亞超級配對直子
122074,詹森
12209,荷兰虎后
122644,速霸龙.大铭鸽.法兰斯号近亲
122651,佛卡门【巴可X凯蒂】直女
122652,凡戴克原舍.全国鸽王8位半兄弟”
122699,桑杰第一武士狼狗号近亲
122700,桑杰士第一武士狼狗号近亲
122746,瓦特.德雷克
122768,速霸龙
122783,
122909,速霸龙.双关鸽王总冠军
122912,辽宁琪阳俱乐部决赛242名
122957,
123017,盖比
123023,盖比
123081,风雨詹森回血鸽
123086,风雨詹森回血鸽
123087,风雨詹森回血鸽
123089,风雨詹森回血鸽
123244,黑金刚X扬阿腾
123333,
123608,葛斯顿“奶酪小子.孙女
123749,博克斯曼
123919,“Figo”飞戈家族
124086,
124100,西格穆勒
124101,桑杰仕＂晚生汤姆＂
124102,桑杰仕＂晚生汤姆＂
124104,西格穆勒
124112,乔斯托内原舍
124133,英格斯
124164,詹森*罗森波斯
124207,杨欧瓦克超级83直子
124211,杨欧瓦克超级鸽王84号直女
124219,夏拉肯/杨欧瓦克/佛科克
124220,夏拉肯/杨欧瓦克/佛科克
124276,出自“利蒙治号”配其女儿
12431,詹森名鸽“019号”曾孙女、詹森名鸽“威洛号”的曾曾孙女
124353,100%乔斯托内黄金血统拿破仑系
124386,冠军布罗伊斯之子，冠军查特卢克之子，梦想家多重回血
124387,帝卢速霸龙精品血统
124388,法兰斯直孙，托宝之子
124645,乳酪小子
124646,赫伯特鸽王冠军
124653,100%乔斯托内黄金血统拿破仑系
125017,成功王子系
125020,成功王子系
125097,詹森019系
12514,任秀夫戈登×花尻充由华普利蚊子系
12515,詹森019红狐系
12522,任秀夫詹森019系
125266,
125267,
125270,
125271,
125292,戈马力
12540,任秀夫詹森麦克斯019号曾孙
12541,布鲁克系+詹森019系+范德菲拉斯系
12542,詹森&西翁系
12547,考夫曼系超级名鸽“爱拓者号”孙×詹森019系
12548,詹森019系多重回血
12549,詹森019系的回血种鸽
125511,桑杰士X爱亚卡普詹森
125513,李鸟配吴淞
12556,西翁系
12557,纯魔鬼系
125599,詹森系
125813,詹森
125890,
125896,詹森
125898,里奇100号
125899,福雷迪.范西.原舍.扳机指.直女
125918,罗恩.范维格父子.慕伦418公里亚军
125919,罗恩.范维格.中距离鸽王17位
125948,吐尼尔
125956,
126045,
12626,纯杨.龚格拉斯近血
126283,速霸龙-利蒙治号
12631,
126320,桑杰士*贝克詹森
126446,戈马力
126447,戈马力
126449,戈马力
126450,胡本
126574,100%乔斯托内黄金血统拿破仑系
126575,100%乔斯托内黄金血统拿破仑系
126576,100%乔斯托内黄金血统拿破仑系
126919,胡本
126996,“国王号”X“皇后号”
127049,
127310,罗恩.范维格父子.南图365公里4位
127364,帝卢-速霸龙X盖比X林伯格
127366,詹森红狐
127378,世界名血
127408,考夫曼
12746,考夫曼凡龙詹森系×克拉克詹森+019系
12747,克拉克/詹森系
127625,戈马利008脚趾号贝隆血统
127626,戈马利原棚008脚趾号贝隆血统
127627,电脑戈马利008脚趾号贝隆血统
127628,电脑戈马利008脚趾号贝隆血统
127629,电脑戈马利008大脚趾贝隆血统
127631,飞戈*速霸龙
127720,戈马利原棚008脚趾号贝隆直子
127721,戈马利原棚008脚趾号贝隆祖孙回血直子
127731,胡本家族
128055,路易士.凡戴克所向无敌近亲
128169,凡龙高级种鸽
128170,凡龙高级种鸽
128207,威力。万福
128293,钻石王.直女.超级种雌，
128294,罗森392直子-霍夫肯直女
128296,盖比'664-霍夫肯直女超级种母，
128475,法拉利*真命天子
128476,速霸龙ｘ速度鸽系卡尔.哈夫肯
128478,乔斯托内×夏拉肯丝丝号近亲
128510,乔斯托内×夏拉肯丝丝号近亲
128859,安德烈勃默德
128887,隆吉尔胡本
128941,胡本
129312,桑杰仕＂晚生汤姆＂
129346,鲁道.克拉森.小白12号直女
129347,利奥.奥林匹克003”近亲直孙
129354,罗恩.范维格.全能鸽王冠军
129405,盖比闪电号直女
129564,
129578,▲.摩利斯.卡萨.
129635,电脑戈马利008贝隆血统
129645,詹森*秃头
129708,
129727,胡本原舍
129738,安德烈.鲁道夫血统
129739,飞戈.芮娜
129740,芮娜(雷纳特父女)原舍
129742,芮娜原棚
129749,芮娜原棚
129774,彼德·文斯特拉.原棚
129775,艾米尔·丹尼斯原舍
129776,乔斯.佛卡门.原舍
129778,辽宁隆翔公棚决赛39名
129810,考夫曼(公主)3代
129865,匹克
129887,中国匹克
129894,詹森系
129905,超级种鸽
129983,
130013,
130022,
13006,大名鸽“迅雷”直孙，“灰杰克”外孙
130063,艾迪。卢太慈
130069,艾迪。卢太慈
130071,艾迪。卢太慈
130075,艾迪。卢太慈
130078,艾迪。卢太慈
130084,詹森X艾迪。卢太慈
130092,路易。凡龙
130128,爱亚卡普詹森系
130137,凡龙系列
130141,
130143,路易。凡龙
130146,路易。凡龙
130148,路易。凡龙
130149,路易。凡龙
130150,路易。凡龙
130187,马克罗森斯
130212,
130227,罗森.波斯原棚
130258,里彭斯诺尔
130306,
13035,克拉克/詹森019系
130385,凡龙X詹森X慕利门
130447,詹森019
130449,詹森019
130570,
130604,17号配对直子
130606,阿布瑞契
130613,亚温.凡.纳门.原舍
130662,沙奇士原舍鲁道.克拉森.小白12号直孙女
130664,
130736,帝卢速霸龙近亲
130745,
130783,桑杰仕＂晚生汤姆＂
130784,桑杰仕＂晚生汤姆
130801,所向无敌直孙
130861,100%乔斯托内黄金血统拿破仑系
130893,100%乔斯托内黄金血统拿破仑系
130910,苍白骑士
130914,100%乔斯托内黄金血统拿破仑系
130921,100%乔斯托内黄金血统拿破仑系
130928,
130934,100%乔斯托内黄金血统拿破仑系
130941,100%乔斯托内黄金血统拿破仑系
130972,山普森X佛尔布文X詹森
131033,瓦特.德累克小红号
131208,
131343,苍白女王配苍白滚桶，兆尊杀手
131386,佛科克
131394,佛科克X飞戈
131397,佛科克
131447,杨欧瓦克
131465,杨欧瓦克
131472,杨欧瓦克
131473,杨欧瓦克
13149,克拉克*凡龙*戈马利
131518,英格斯
131526,桑杰士X考夫曼X詹森X克拉克X盖比X凡代克X电脑
131529,英格斯
131571,荷兰高手雅克.史多腾原舍
131615,胡本*凡布利安娜*凡代克*考夫曼
131807,超级种鸽
132058,橡树园凡龙083曾孙女
132076,超级73配金马顿丝
132266,胡本
132285,胡本原舍
132291,考夫曼
132292,詹森配菲戈
132294,考夫曼配电脑
132364,吉诺原棚-飞戈血统
132378,爱亚卡普年轻将军之子X戈马利
13240,路易士.凡戴克
132408,爱亚卡普詹森
132409,爱亚卡普詹森
132410,“钻石王老五”近亲回血
13245,凡布里安娜系
132464,克拉克，
132522,罗恩.范维格.尼尔吉尼250公里11位
132547,
132558,群鹰红狐系
132561,群鹰闪电系
132595,
132599,凡龙詹森
132660,戈马利008脚趾号贝隆血统
132664,戈马利008脚趾号贝隆血统
132668,戈马利008大脚趾贝隆
132672,
132736,爱亚卡普X戈马利X桑杰士X乔斯佛卡门
132799,
132801,
132861,凡龙克拉克沃巴斯46
132956,苍白骑士
132958,苍白骑士
132971,舍伦斯X盖比X飞戈
133022,苍白骑士
133074,爱亚卡普詹森X桑杰士
133096,电脑戈马利008贝隆直孙女。弗雷迪直女
133104,“乌诺”X“飞戈”
133134,
133302,闪电号直子
133307,瑞克．库尔斯
133308,瑞克．库尔斯
133388,波西瓦X飞戈
133390,“乌诺”X“飞戈”
133391,波西瓦
133599,马克.罗森斯
133639,
133713,桑杰士
133729,土尼尔配阿隆索
133757,
13378,威廉.吉尔特
13379,威廉.吉尔特
133808,“飞戈”X“飞戈”
133809,波西瓦
13402,罗森波斯桑杰士
134063,乔斯.佛卡门.巴可X凯蒂”直孙
134077,沙奇士原舍鲁道.克拉森.小白12号直孙
134100,
134114,佛雷迪.范西
134120,马克.罗森斯
134142,速霸龙-利蒙治号
134183,北京卓越星公棚决赛347名
134396,红狐
134421,闪电桑杰士
134445,帝卢速霸龙
13446,克拉克原棚
134469,
13447,克拉克原棚
134499,
13452,桑杰士
134593,乔斯托内
134601,利奥.奥林匹克03直女
134602,乔斯.托内.相扑男孩
134788,NPO全国冠军*季军
134851,
134874,桑杰士321X桑杰士160
134909,超级73
134912,超级73
134915,桑杰士
135046,芬妮卡5000系回血侄子
135049,芬妮卡5000
135089,超级73
135147,超级73
135212,
135213,世界品牌国际和平号血统
135284,爱亚卡普007X传奇05x电脑瓦特
135286,电脑x瓦特
135294,
135304,爱亚卡普
135305,爱亚卡普007x传奇05X汉斯号
135306,爱亚卡普青年将军直子X007x传奇05
135315,爱亚卡普007x传奇05X电脑瓦特
135367,速霸龙
135383,钢铁战士X闪电娇龙
135409,福雷迪范西
135542,虎后—哈姆·沃德维德
135582,乳酪小子直孙
135585,乳酪小子直孙
135594,乳酪小子直孙
135643,摩利斯卡萨强者056*赢家015
135676,苍白骑士
135702,英格斯
135776,胡本
135786,100%乔斯托内黄金血统拿破仑系
135787,福雷迪.范西
135795,帝卢·速霸龙
135823,考夫曼
135859,恩格斯
135881,
135899,
135911,
135917,第一武士直系
135919,法蘭斯.速霸龍
135921,福雷迪.范西
135926,福雷迪.范西
135927,福雷迪.范西
136008,詹森＊爱亚卡普詹森
136012,佛斯特拉X范德帕斯
136031,爱亚卡普詹森*英格斯
136085,超级73
136117,福雷迪.范西
136118,福雷迪.范西
136124,福雷迪.范西
136127,福雷迪.范西
136192,
136223,桑杰仕＂晚生汤姆＂
136371,爱亚卡普詹森X桑杰士
136388,王老五近亲
136391,爱亚卡普年青将军*戈马利配胡本*王老五
136589,安帝公×小克芮/帝卢.速霸龙
136714,凡龙
136758,凡龙古柏巴塞罗那1、2号血统
136780,铁血巡航
136851,胡本
136936,詹森
136980,詹森919+515直孙447直孙女
137018,速霸龙
137023,
137028,
137035,
137079,考夫曼
137181,
137235,桑杰士
137246,国家一号*桑杰士
137261,德拉帕
137272,詹森019
137287,
137322,苍白近亲
137323,苍白骑士
137391,阿曼德-史古梅斯.桑杰士
137396,杨欧瓦克超级种雄“483”回血
137399,佛卡门维奇Ⅰ.直子
137400,第七大区B区幼鸽鸽王9位
137402,阿曼德.斯古梅斯
137443,阿连栋克詹森
137445,爱亚卡普詹森-邦德近亲作出
137461,速霸龙
137462,速霸龙
137464,速霸龙
137468,速霸龙X鲁道夫詹森
137472,苍白X速霸龙
137474,速霸龙
137486,速霸龙
137508,国际和平号家族
137540,凡龙詹森
137586,波西瓦所向无敌近亲
137649,詹森
137724,德拉帕冠军号直女
137747,{完美苍白X速霸龙小飞侠}
137748,詹森红狐
13797,
137980,待续
137982,超级531国际和平号姨母04-036
137985,超级詹森凡龙配胡本索尼直系
138147,福洛.恩格斯
138505,待续
138586,甘纳斯X鲁道克拉森
138637,苍白骑士*甘纳斯699
138645,
138707,伟大的佛雷迪孙女
138748,苍白之巅直子配兆尊苍白
138769,国际和平号配胡本凡龙
138844,巡航苍白配兆尊苍白
138845,巡航苍白配兆尊苍白
138886,詹森*爱亚卡普詹森*NPO全国冠军*季军
138927,威廉.迪布恩*万侯
139081,
139084,
139146,国家2号x白雪公主全姐妹
139188,罗森.波斯
139191,飞戈
139193,飞戈
139225,飞戈
139535,桑杰士
139638,飞戈*乌诺
139640,飞戈
139693,世界品牌国际和平号血统
139708,
139950,御林军
140026,
140034,
140045,
140048,
140126,桑杰士*麦克斯
140155,乔治波利
140169,美国
140175,西佛托依*美国
1403,杨阿腾
140335,
140426,德国鸽王蓝天力量*未来力量直女
140448,詹森
140494,桑杰士X胡本
140504,爱亚卡普.凡龙
140622,年轻艺术家曾孙
14069,
14070,
14071,
14073,
14076,
140787,
14079,
140798,
14080,
14081,
140814,福乐
140824,福乐
14083,
14084,
140845,
14086,
141396,福乐
141398,福乐
141400,福乐
141403,福乐
141404,福乐
141410,福乐
141413,福乐
141416,
141420,
141434,天体
141457,天体
141458,天体
141460,天体
141616,吐尼尔系
141627,盖比闪电号·夏拉肯丝丝
141717,考夫曼*詹森
141732,考夫曼*盖比
141819,小迪克近血直孙
141972,5000
141977,5000
142047,后起之秀*晚生红狐
142096,速霸龙
142098,速霸龙
142137,盖比
142159,盖比闪电号·夏拉肯丝丝
142183,考夫曼速霸龙(梦想家)孙女
142213,盖比
142215,2010年天鹿鸽王*天鹿13名
14226,
142432,桑杰士X英格斯
142450,桑杰士
142471,桑杰士X戈马力
142483,苍白骑士
142518,桑杰士X詹森
142567,桑杰士
142630,盖比
142757,佛科克X赫拉夫
142758,盖比.凡徳那比'664-钻石王直女.956优秀直女。
142790,廸沃斯近血/西北全能女王号
142799,飞戈悍将031配侄女
142816,11-29-198154
142824,恩格斯/电脑
142849,待续
142864,待续
142866,待续
142869,待续
142872,大鹅岛季军通指冠军直女
142874,待续
142880,待续
142884,苍白鸟冠
142885,待续
142893,待续
142912,恩格斯178系x玛丽克系
142914,恩格斯734直子x（淡色鸽王号x玛丽克）直女
142916,恩格斯黄金配对直子x（亚精顿号x玛丽克）直女
142917,速霸龙x恩格斯“178”系
142932,詹森红狐x奇迹32
142935,飞戈悍将031配山普森特比环冠军
142940,山普森x台詹森x电脑
142942,范德佛拉斯x威联吉尔特
142950,佛布利
143005,詹森凡龙胡本苍白骑士威廉吉尔特
143025,戈马利
143056,国家一号
143111,桑杰士
143115,戈马力X桑杰士
143133,詹森X桑杰士
143244,凡登.帕斯*秦始皇
143329,“钢铁利摩日”直子
143398,桑杰士
143400,桑杰士
143403,桑杰士
143404,桑杰士X凡龙
143406,桑杰士
143412,福洛·英格斯
143463,苍白
14347,
14348,
143497,桑杰士X5次冠军
143503,
143505,纯戈马利
143507,
143696,胡本
143839,鸽王“达芬奇”的回血
143856,胡本
144152,“杰克·吐尼尔”
144177,
144192,
144194,“杰克·吐尼尔”
144335,100%考夫曼
144375,
144389,灰先生X百万小姐
144467,胡本原舍
144470,胡本原舍
144604,
144607,
144609,
144660,
144671,桑杰士
144690,威力万福X詹森X凡龙
144714,灰先生X克莉斯托
144835,佛科克，
144909,福瑞克-阿伦夫妇
