db,query_img_id,query_pg_id,query_blood_name,query_num_blood_ids,query_mask_confidence,rank,gallery_img_id,gallery_pg_id,gallery_blood_name,distance,relevance,strength,shared_blood_ids,num_shared_blood_ids
fusion_1024d_full,101728,CHN10-15-259348,马克.罗森斯,2,0.91624,7,553680,CHN2011-15-366060,马克.罗森斯,0.8885618707671135,0.0,irrelevant,,0
fusion_1024d_full,101728,CHN10-15-259348,马克.罗森斯,2,0.91624,8,441721,CHN2015-15-0191634,马克.罗森斯,0.8888856735436248,0.3457747924895894,weak,B94-9080164,1
fusion_1024d_full,101728,CHN10-15-259348,马克.罗森斯,2,0.91624,9,134120,CC04-299991,马克.罗森斯,0.8888889592554806,0.0,irrelevant,,0
fusion_1024d_full,101728,CHN10-15-259348,马克.罗森斯,2,0.91624,10,55964,CC04-299991,马克.罗森斯,0.8888889592554806,0.0,irrelevant,,0
fusion_1024d_full,101860,B09-5051566,吐尼尔,3,0.924469,1,186530,B04-6468550,胡本家族完美号直女,0.9737791144703641,0.0,irrelevant,,0
fusion_1024d_full,101860,B09-5051566,吐尼尔,3,0.924469,2,599112,NL16-1858793,扬阿腾,1.0428009469704376,0.0,irrelevant,,0
fusion_1024d_full,101860,B09-5051566,吐尼尔,3,0.924469,3,599159,NL17-1840612已售,扬阿腾,1.0452930967528684,0.0,irrelevant,,0
fusion_1024d_full,101860,B09-5051566,吐尼尔,3,0.924469,4,599111,NL16-1858750,扬阿腾,1.0545214486977255,0.0,irrelevant,,0
fusion_1024d_full,101860,B09-5051566,吐尼尔,3,0.924469,5,230796,CHN18-2010-107119,考夫曼配琥珀,1.0552200668199765,0.0,irrelevant,,0
fusion_1024d_full,101860,B09-5051566,吐尼尔,3,0.924469,6,524767,NL16-1858518,扬阿腾,1.0689986581035646,0.0,irrelevant,,0
fusion_1024d_full,101860,B09-5051566,吐尼尔,3,0.924469,7,538014,NL16-1858765,扬阿腾,1.0762922770030914,0.0,irrelevant,,0
fusion_1024d_full,101860,B09-5051566,吐尼尔,3,0.924469,8,121550,BELG02-2214379,电脑.戈马力,1.0779811376149346,0.0,irrelevant,,0
fusion_1024d_full,101860,B09-5051566,吐尼尔,3,0.924469,9,209484,BELG2005-6206406,霍夫肯,1.078680475852319,0.0,irrelevant,,0
fusion_1024d_full,101860,B09-5051566,吐尼尔,3,0.924469,10,334178,16-01-0777731,利摩日,1.0933992640942012,0.0,irrelevant,,0
fusion_1024d_full,102077,,,2,0.912201,1,434301,2010-06-255621,血统-凡龙,0.8862542771853604,0.0,irrelevant,,0
fusion_1024d_full,102077,,,2,0.912201,2,434304,2010-06-255919,血统-凡龙,0.8950319845994978,0.0,irrelevant,,0
fusion_1024d_full,102077,,,2,0.912201,3,291021,CHN12-06-530770,史多西斯配胡本,0.9212137210488307,0.0,irrelevant,,0
fusion_1024d_full,102077,,,2,0.912201,4,21357,,,0.9426179424528052,0.8341114623713716,strong,BLG2005-6338438,1
fusion_1024d_full,102077,,,2,0.912201,5,438449,,,0.952697845797217,0.0,irrelevant,,0
fusion_1024d_full,102077,,,2,0.912201,6,494839,CHN2010-06-255800,超级金球幕利门,0.9688958704244357,0.0,irrelevant,,0
fusion_1024d_full,102077,,,2,0.912201,7,9312,B05-6338438,芬妮卡5000,0.9721492073858304,0.39796734068040174,strong,2010-06-255901,1
fusion_1024d_full,102077,,,2,0.912201,8,32746,,,0.9753846656821983,0.0,irrelevant,,0
fusion_1024d_full,102077,,,2,0.912201,9,609176,CHN13-07-063999,东方不败桑杰士近亲作出,0.9778023135714392,0.0,irrelevant,,0
fusion_1024d_full,102077,,,2,0.912201,10,238997,NL2013-1239760,佛科克,0.9795821843586074,0.0,irrelevant,,0
fusion_1024d_full,102332,19-29-0441007,恩格斯231系X李军恩格斯,5,0.912551,1,343285,19-29-0446064,山普森/台詹森,0.86843500532991,0.0,irrelevant,,0
fusion_1024d_full,102332,19-29-0441007,恩格斯231系X李军恩格斯,5,0.912551,2,432118,19-29-0446031,范德佛拉斯近血,0.8714205552230487,0.0,irrelevant,,0
fusion_1024d_full,102332,19-29-0441007,恩格斯231系X李军恩格斯,5,0.912551,3,432124,19-29-0500716,恩格斯178系377/范德佛拉斯124,0.8751781146099206,0.0,irrelevant,,0
fusion_1024d_full,102332,19-29-0441007,恩格斯231系X李军恩格斯,5,0.912551,4,652277,19-29-0500722,恩格斯178系377/飞戈悍将614,0.9235787891924497,0.0,irrelevant,,0
fusion_1024d_full,102332,19-29-0441007,恩格斯231系X李军恩格斯,5,0.912551,5,166433,19-29-0446009,恩格斯亚精顿系343女,0.9478453445152013,0.0,irrelevant,,0
fusion_1024d_full,102332,19-29-0441007,恩格斯231系X李军恩格斯,5,0.912551,6,216772,19-29-0446059,飞戈悍将,0.9529536358982167,0.0,irrelevant,,0
fusion_1024d_full,102332,19-29-0441007,恩格斯231系X李军恩格斯,5,0.912551,7,201002,19-29-0446043,恩格斯322系宗亲,0.9655065074920632,0.4844808939176458,strong,07-29-016869|14-29-305410|B10-6166322,3
fusion_1024d_full,102332,19-29-0441007,恩格斯231系X李军恩格斯,5,0.912551,8,265925,CHN2013-29-004445,“|友谊号”554,1.0064418846707164,0.0,irrelevant,,0
fusion_1024d_full,102332,19-29-0441007,恩格斯231系X李军恩格斯,5,0.912551,9,265153,CHN2017-29-0002114,凡龙友谊号,1.0118164251007382,0.0,irrelevant,,0
fusion_1024d_full,102332,19-29-0441007,恩格斯231系X李军恩格斯,5,0.912551,10,677145,CHN13-06-330086,桑杰士鸽系近亲作出,1.0121839477439043,0.0,irrelevant,,0
fusion_1024d_full,102335,CHN11-01-061771,速霸龙x飞戈,15,0.903609,1,57292,CN08-005870,胡本,0.9950629192375612,0.0,irrelevant,,0
fusion_1024d_full,102335,CHN11-01-061771,速霸龙x飞戈,15,0.903609,2,528477,B15-6046645,乔汉迪贝塞原舍,0.995997884288517,0.0,irrelevant,,0
fusion_1024d_full,102335,CHN11-01-061771,速霸龙x飞戈,15,0.903609,3,57293,CNH09-20-003287,帝盧-速霸龍,1.0083065744007307,0.33875624042667524,weak,B04-4277258,1
fusion_1024d_full,102335,CHN11-01-061771,速霸龙x飞戈,15,0.903609,4,616832,,,1.024798936429689,0.0,irrelevant,,0
fusion_1024d_full,102335,CHN11-01-061771,速霸龙x飞戈,15,0.903609,5,406840,CHN2015-03-0422004,摩利斯．卡萨,1.0390223445160187,0.0,irrelevant,,0
fusion_1024d_full,102335,CHN11-01-061771,速霸龙x飞戈,15,0.903609,6,163145,CHN09-20-009838,速霸龙,1.0404665645926434,0.14806729703234095,weak,B04-4277258,1
fusion_1024d_full,102335,CHN11-01-061771,速霸龙x飞戈,15,0.903609,7,267000,CHN2013-03-687700,摩利斯．卡萨,1.0410408174425934,0.0,irrelevant,,0
fusion_1024d_full,102335,CHN11-01-061771,速霸龙x飞戈,15,0.903609,8,111074,2009-20-000189,林波尔奇迹“189”,1.042807805934146,0.0,irrelevant,,0
fusion_1024d_full,102335,CHN11-01-061771,速霸龙x飞戈,15,0.903609,9,436979,B15-6287145已售,乔斯.乔森,1.0430605272924391,0.0,irrelevant,,0
fusion_1024d_full,102335,CHN11-01-061771,速霸龙x飞戈,15,0.903609,10,473925,NL11-1737038,佛科克,1.044587668333935,0.0,irrelevant,,0
fusion_1024d_full,102710,,甘纳斯,3,0.903629,1,102709,,甘纳斯,0.9745302340190436,0.0,irrelevant,,0
fusion_1024d_full,102710,,甘纳斯,3,0.903629,2,677016,2018-0008,东方不败*闪电娇娃,0.9929078858553301,0.0,irrelevant,,0
fusion_1024d_full,102710,,甘纳斯,3,0.903629,3,682474,CHN2018-05-0916685,爱亚卡普鸽王亚军平辈*电脑戈马利,0.995646118112511,0.0,irrelevant,,0
fusion_1024d_full,102710,,甘纳斯,3,0.903629,4,565110,17-01-1434089,甘纳斯,1.0037584010398524,0.0,irrelevant,,0
fusion_1024d_full,102710,,甘纳斯,3,0.903629,5,190698,2007-03-529880,路易斯凡龙,1.0073743355617848,0.0,irrelevant,,0
fusion_1024d_full,102710,,甘纳斯,3,0.903629,6,102658,,凡龙.银影,1.0111781852317192,0.0,irrelevant,,0
fusion_1024d_full,102710,,甘纳斯,3,0.903629,7,629328,B18-2069171,电脑戈马利,1.0167806066441911,0.0,irrelevant,,0
fusion_1024d_full,102710,,甘纳斯,3,0.903629,8,615289,B16-2138111,电脑戈马利,1.0251307566908714,0.0,irrelevant,,0
fusion_1024d_full,102710,,甘纳斯,3,0.903629,9,525259,B12-3086303,盖比原舍,1.0269086373241831,0.0,irrelevant,,0
fusion_1024d_full,102710,,甘纳斯,3,0.903629,10,102707,,胡本,1.0386289681664016,0.0,irrelevant,,0
fusion_1024d_full,102798,2002-01-001918,,7,0.90986,1,168297,2006-03-349983,凡龙,0.9599731692896007,0.0,irrelevant,,0
fusion_1024d_full,102798,2002-01-001918,,7,0.90986,2,477796,B11-5047218,卡罗.范隆佩,0.9897854180373948,0.0,irrelevant,,0
fusion_1024d_full,102798,2002-01-001918,,7,0.90986,3,37781,NL01-0135527,魯道.克拉森,0.9903393450896603,0.0,irrelevant,,0
fusion_1024d_full,102798,2002-01-001918,,7,0.90986,4,461313,,,0.9925402517348008,0.0,irrelevant,,0
fusion_1024d_full,102798,2002-01-001918,,7,0.90986,5,275996,B2006-515466,,0.9936802965586058,0.0,irrelevant,,0
fusion_1024d_full,102798,2002-01-001918,,7,0.90986,6,120895,CHN06-12-051187,群鹰系,0.9997332932530305,0.0,irrelevant,,0
fusion_1024d_full,102798,2002-01-001918,,7,0.90986,7,135787,BE-4095269,福雷迪.范西,1.0108405466181378,0.0,irrelevant,,0
fusion_1024d_full,102798,2002-01-001918,,7,0.90986,8,125510,CHN2010-12-174866,爱亚卡普詹森,1.0184783175430683,0.0,irrelevant,,0
fusion_1024d_full,102798,2002-01-001918,,7,0.90986,9,607836,CHN2016-32-0670010,飞戈,1.019270238679619,0.0,irrelevant,,0
fusion_1024d_full,102798,2002-01-001918,,7,0.90986,10,655400,2010-16-092161,胡本,1.0297464912430714,0.0,irrelevant,,0
fusion_1024d_full,102847,B10-5182723,速霸龙,7,0.906806,1,568595,2014-12-035248,桑杰士,0.9854832420414583,0.0,irrelevant,,0
fusion_1024d_full,102847,B10-5182723,速霸龙,7,0.906806,2,46211,JPN11XY01476-灰,范内系超级名鸽“马达号直系”+罗杰弗洛里松范内系,1.0009209445295248,0.0,irrelevant,,0
fusion_1024d_full,102847,B10-5182723,速霸龙,7,0.906806,3,198189,,,1.0097342215105911,0.0,irrelevant,,0
fusion_1024d_full,102847,B10-5182723,速霸龙,7,0.906806,4,137402,B11-5025053,阿曼德.斯古梅斯,1.0227456702879922,0.20903425163312528,weak,B00-5150456|B94-4407032,2
fusion_1024d_full,102847,B10-5182723,速霸龙,7,0.906806,5,314058,2014-03-754598,桑杰士,1.024879836970748,0.0,irrelevant,,0
fusion_1024d_full,102847,B10-5182723,速霸龙,7,0.906806,6,266872,CHN2013-05-137111雌,桑杰士,1.0325809328812097,0.0,irrelevant,,0
fusion_1024d_full,102847,B10-5182723,速霸龙,7,0.906806,7,487788,４００６９２,,1.0342103487103766,0.0,irrelevant,,0
fusion_1024d_full,102847,B10-5182723,速霸龙,7,0.906806,8,357364,,瓦特,1.0412937386841326,0.0,irrelevant,,0
fusion_1024d_full,102847,B10-5182723,速霸龙,7,0.906806,9,408530,2013-14-095800,皇帝335之女,1.0509021221539117,0.0,irrelevant,,0
fusion_1024d_full,102847,B10-5182723,速霸龙,7,0.906806,10,369818,HKRPF10-101608,吐尼尔/詹森,1.0587655804240954,0.0,irrelevant,,0
fusion_1024d_full,103085,B02-6034130,胆小二号,4,0.90139,1,545480,CHN13-19-263808,盖比,1.0573182251449338,0.0,irrelevant,,0
fusion_1024d_full,103085,B02-6034130,胆小二号,4,0.90139,2,576703,2017-02-0334844,,1.0578574121765019,0.0,irrelevant,,0
fusion_1024d_full,103085,B02-6034130,胆小二号,4,0.90139,3,515022,BE04-3230968,盖比,1.071072941751174,0.0,irrelevant,,0
fusion_1024d_full,103085,B02-6034130,胆小二号,4,0.90139,4,473456,CHN12-19-004963,阿里维什,1.07623900050126,0.0,irrelevant,,0
fusion_1024d_full,103085,B02-6034130,胆小二号,4,0.90139,5,674209,CHN16-19-0449958,盖比,1.080732757684954,0.0,irrelevant,,0
fusion_1024d_full,103085,B02-6034130,胆小二号,4,0.90139,6,174043,,,1.0813296691120622,0.0,irrelevant,,0
fusion_1024d_full,103085,B02-6034130,胆小二号,4,0.90139,7,318162,,,1.081551069999992,0.0,irrelevant,,0
fusion_1024d_full,103085,B02-6034130,胆小二号,4,0.90139,8,545547,CHN13-19-265611,盖比,1.0907476361686488,0.0,irrelevant,,0
fusion_1024d_full,103085,B02-6034130,胆小二号,4,0.90139,9,545476,CHN13-19-265869,盖比,1.0916294795295713,0.0,irrelevant,,0
fusion_1024d_full,103085,B02-6034130,胆小二号,4,0.90139,10,285563,2013―12―370394,彼得、曼德斯869,1.0928394342015313,0.0,irrelevant,,0
fusion_1024d_full,103224,CHN04-09-000056,永胜系,3,0.910374,1,209487,CHN07-10-042990,法兰斯直子X法兰斯直女,0.8339981685453656,0.0,irrelevant,,0
fusion_1024d_full,103224,CHN04-09-000056,永胜系,3,0.910374,2,89351,CHN10-32-257262,鲁道夫詹森,0.844352507048121,0.0,irrelevant,,0
fusion_1024d_full,103224,CHN04-09-000056,永胜系,3,0.910374,3,118586,CHN11-15-314208,乔斯托内、速霸龙,0.9259141271333943,0.0,irrelevant,,0
fusion_1024d_full,103224,CHN04-09-000056,永胜系,3,0.910374,4,89335,CHN07-10-042990，09-10-001650,速霸龙功勋号X速霸龙金母,0.963678374343931,0.0,irrelevant,,0
fusion_1024d_full,103224,CHN04-09-000056,永胜系,3,0.910374,5,375271,,胡本*克拉克,0.965345923825962,0.0,irrelevant,,0
fusion_1024d_full,103224,CHN04-09-000056,永胜系,3,0.910374,6,111841,CHN09-32-609779,,0.9682872035933234,0.0,irrelevant,,0
fusion_1024d_full,103224,CHN04-09-000056,永胜系,3,0.910374,7,68748,NL07-1730908,詹森,0.9713096028895871,0.0,irrelevant,,0
fusion_1024d_full,103224,CHN04-09-000056,永胜系,3,0.910374,8,427699,B2008-6371024,胡本原舍,0.9721314879872055,0.0,irrelevant,,0
fusion_1024d_full,103224,CHN04-09-000056,永胜系,3,0.910374,9,196407,NL11-1612277,佛科克，里奥，赫尔曼,0.972928541439106,0.0,irrelevant,,0
fusion_1024d_full,103224,CHN04-09-000056,永胜系,3,0.910374,10,121812,B10-5108698,吐尼尔,0.9759903719575668,0.0,irrelevant,,0
fusion_1024d_full,104084,BELG2009-6222923,胡本,7,0.918517,1,276602,B08-6371041,胡本,0.7090665070852181,0.4710770844830566,strong,B03-6266353|B82-6380170|B92-6074328|B94-6214446|B97-6165917,5
fusion_1024d_full,104084,BELG2009-6222923,胡本,7,0.918517,2,196001,BELG2008-6371188,胡本,0.7530720102496573,0.471479642121723,strong,B03-6266353|B82-6380170|B92-6074328|B94-6214446|B97-6165917,5
fusion_1024d_full,104084,BELG2009-6222923,胡本,7,0.918517,3,157933,BELG2008-6371125,胡本,0.7945513037267293,0.4710770844830566,strong,B03-6266353|B82-6380170|B92-6074328|B94-6214446|B97-6165917,5
fusion_1024d_full,104084,BELG2009-6222923,胡本,7,0.918517,4,653937,BELG2010-6038128,胡本,0.8034168321762123,0.0,irrelevant,,0
fusion_1024d_full,104084,BELG2009-6222923,胡本,7,0.918517,5,653933,BELG2010-6038406,胡本,0.8251310244465859,0.25151569699225046,weak,B00-6156297|B92-6074328,2
fusion_1024d_full,104084,BELG2009-6222923,胡本,7,0.918517,6,300584,BELG2012-6236214,胡本,0.8395180713919168,0.0,irrelevant,,0
fusion_1024d_full,104084,BELG2009-6222923,胡本,7,0.918517,7,179821,BELG2009-6222950,胡本,0.851707726090393,0.18210962336940842,weak,B03-6266353|B92-6074328,2
fusion_1024d_full,104084,BELG2009-6222923,胡本,7,0.918517,8,203118,B12-6236459,胡本,0.8563708421959515,0.0,irrelevant,,0
fusion_1024d_full,104084,BELG2009-6222923,胡本,7,0.918517,9,304251,BELG2012-6236414,胡本,0.8618161987650246,0.0,irrelevant,,0
fusion_1024d_full,104084,BELG2009-6222923,胡本,7,0.918517,10,300569,BELG2012-6236306,胡本,0.8675668934692355,0.0,irrelevant,,0
fusion_1024d_full,104658,AU2007-408,帝卢-速霸龙,4,0.909033,1,129865,2009-32-919869,匹克,1.04350455590475,0.0,irrelevant,,0
fusion_1024d_full,104658,AU2007-408,帝卢-速霸龙,4,0.909033,2,367839,CHN2018-03-0222015,佛科克,1.065176118069732,0.0,irrelevant,,0
fusion_1024d_full,104658,AU2007-408,帝卢-速霸龙,4,0.909033,3,82150,BE09-2230751,帝卢-速霸龙,1.067240517948337,0.0,irrelevant,,0
fusion_1024d_full,104658,AU2007-408,帝卢-速霸龙,4,0.909033,4,232368,10-02-496493,,1.0817872471207737,0.0,irrelevant,,0
fusion_1024d_full,104658,AU2007-408,帝卢-速霸龙,4,0.909033,5,637486,CHN2012-10-707896,凡龙,1.093147166198064,0.0,irrelevant,,0
fusion_1024d_full,104658,AU2007-408,帝卢-速霸龙,4,0.909033,6,647799,,,1.0952222452240987,0.0,irrelevant,,0
fusion_1024d_full,104658,AU2007-408,帝卢-速霸龙,4,0.909033,7,206165,07-09-316593,苍白系,1.1051209242924322,0.0,irrelevant,,0
fusion_1024d_full,104658,AU2007-408,帝卢-速霸龙,4,0.909033,8,47237,NL05-2201711,波西瓦“精灵号”外孙,1.1101854614452134,0.0,irrelevant,,0
fusion_1024d_full,104658,AU2007-408,帝卢-速霸龙,4,0.909033,9,212093,,,1.111849054352254,0.0,irrelevant,,0
fusion_1024d_full,104658,AU2007-408,帝卢-速霸龙,4,0.909033,10,674872,CHN2016-01-0296241,“金冠神鸟”X“王者风姿”,1.1175549843081392,0.0,irrelevant,,0
fusion_1024d_full,104751,CHN2003-10-209847,林波尔系,1,0.907734,1,609255,T2016-169700,,0.9549282088932207,0.0,irrelevant,,0
fusion_1024d_full,104751,CHN2003-10-209847,林波尔系,1,0.907734,2,610396,2017-26-0371071,盖比闪电,1.0057217698275471,0.0,irrelevant,,0
fusion_1024d_full,104751,CHN2003-10-209847,林波尔系,1,0.907734,3,609270,B2014-6308710,,1.0238972570314577,0.0,irrelevant,,0
fusion_1024d_full,104751,CHN2003-10-209847,林波尔系,1,0.907734,4,34248,,,1.0307760594543622,0.0,irrelevant,,0
fusion_1024d_full,104751,CHN2003-10-209847,林波尔系,1,0.907734,5,388422,14-01-1121475,,1.0394050205687133,0.0,irrelevant,,0
fusion_1024d_full,104751,CHN2003-10-209847,林波尔系,1,0.907734,6,136008,CHN2009-03-661124,詹森＊爱亚卡普詹森,1.0406309064634485,0.0,irrelevant,,0
fusion_1024d_full,104751,CHN2003-10-209847,林波尔系,1,0.907734,7,537374,CHN16-19-0449398,电脑戈马力,1.0521097966759336,0.0,irrelevant,,0
fusion_1024d_full,104751,CHN2003-10-209847,林波尔系,1,0.907734,8,609663,T2017-539285,,1.057013426501443,0.0,irrelevant,,0
fusion_1024d_full,104751,CHN2003-10-209847,林波尔系,1,0.907734,9,329016,CHN18-2014-079771,阿隆索,1.0576091847068527,0.0,irrelevant,,0
fusion_1024d_full,104751,CHN2003-10-209847,林波尔系,1,0.907734,10,162852,CHN18-2011-023166,考夫曼配卡萨,1.0593115706007858,0.0,irrelevant,,0
fusion_1024d_full,104768,CHN2004-10-300473,火箭691直女,2,0.915554,1,111357,,,1.07844162866404,0.0,irrelevant,,0
fusion_1024d_full,104768,CHN2004-10-300473,火箭691直女,2,0.915554,2,677392,2019-30-0033536,探索者15名X凡龙X詹森,1.0855171981988352,0.0,irrelevant,,0
fusion_1024d_full,104768,CHN2004-10-300473,火箭691直女,2,0.915554,3,632765,,,1.0999581849213358,0.0,irrelevant,,0
fusion_1024d_full,104768,CHN2004-10-300473,火箭691直女,2,0.915554,4,545715,,,1.1031775572794853,0.0,irrelevant,,0
fusion_1024d_full,104768,CHN2004-10-300473,火箭691直女,2,0.915554,5,249740,2013-TW-850913,卡曼兄弟×克拉克×HK詹森,1.104350626514081,0.0,irrelevant,,0
fusion_1024d_full,104768,CHN2004-10-300473,火箭691直女,2,0.915554,6,375497,CHN2007-10-367919,“征服者”外孙女,1.1043513821298443,0.0,irrelevant,,0
fusion_1024d_full,104768,CHN2004-10-300473,火箭691直女,2,0.915554,7,632739,,,1.1070533421801547,0.0,irrelevant,,0
fusion_1024d_full,104768,CHN2004-10-300473,火箭691直女,2,0.915554,8,473023,0380259,速霸龙,1.1135481665016842,0.0,irrelevant,,0
fusion_1024d_full,104768,CHN2004-10-300473,火箭691直女,2,0.915554,9,189180,B06-4302544,速霸龙,1.115541753147383,0.0,irrelevant,,0
fusion_1024d_full,104768,CHN2004-10-300473,火箭691直女,2,0.915554,10,355817,2014-04-189258,卧龙系,1.1185724170759093,0.0,irrelevant,,0
fusion_1024d_full,104854,CHN2005-10-548306,总统163直子,2,0.916891,1,29996,DV01769-08-1221,,0.9776458834305354,0.0,irrelevant,,0
fusion_1024d_full,104854,CHN2005-10-548306,总统163直子,2,0.916891,2,251066,,秃头199*强速189*钻石公*金母,1.0112586429636832,0.0,irrelevant,,0
fusion_1024d_full,104854,CHN2005-10-548306,总统163直子,2,0.916891,3,21295,97-446403,独行侠直女,1.0273959650615034,0.0,irrelevant,,0
fusion_1024d_full,104854,CHN2005-10-548306,总统163直子,2,0.916891,4,343839,B05-3188897,,1.0296810815637163,0.0,irrelevant,,0
fusion_1024d_full,104854,CHN2005-10-548306,总统163直子,2,0.916891,5,30038,DV01769-08-925,德拉帕,1.0300603998863078,0.0,irrelevant,,0
fusion_1024d_full,104854,CHN2005-10-548306,总统163直子,2,0.916891,6,396487,B11-6265549,,1.0300952341440328,0.0,irrelevant,,0
fusion_1024d_full,104854,CHN2005-10-548306,总统163直子,2,0.916891,7,190636,CHN2013-03-363848,胡本,1.0339451452753263,0.0,irrelevant,,0
fusion_1024d_full,104854,CHN2005-10-548306,总统163直子,2,0.916891,8,340815,CHN2014-09-450063,鲁道夫X万侯X彼得文斯特拉,1.0341260858320496,0.0,irrelevant,,0
fusion_1024d_full,104854,CHN2005-10-548306,总统163直子,2,0.916891,9,137267,DV08575-09-161,德拉帕,1.0361694559562176,0.0,irrelevant,,0
fusion_1024d_full,104854,CHN2005-10-548306,总统163直子,2,0.916891,10,424508,B12-6142479雄,所向无敌,1.0387112590299674,0.0,irrelevant,,0
fusion_1024d_full,105041,CHN2009-12-017786,勃默德017786,7,0.912711,1,354960,B13-6291242,“黑市拳王”家族,0.7988244688514665,0.0,irrelevant,,0
fusion_1024d_full,105041,CHN2009-12-017786,勃默德017786,7,0.912711,2,353830,CHN2012-12-197880,勃默德197880,0.8483299707097508,0.3718590689300579,strong,2000-12-008213|98-01-028641|99-12-076579,3
