img_id,x1,y1,x2,y2,confidence
102745,943,11,1764,738,0.821534
102798,36,44,462,427,0.812783
102800,551,35,966,428,0.820475
102803,545,43,970,427,0.810202
102804,544,41,971,430,0.815671
102847,544,25,829,293,0.829623
102963,591,31,990,400,0.803954
103074,104,47,1118,904,0.773351
103085,541,0,1200,615,0.802957
103099,238,8,543,308,0.770643
103100,7,24,286,277,0.800208
103101,0,0,0,0,0.0
103224,949,24,1723,704,0.811444
103245,827,11,1418,573,0.814815
103380,983,603,1429,1022,0.795302
103403,1293,781,1880,1334,0.805594
103442,391,6,732,320,0.824316
103443,434,7,818,361,0.813984
103570,91,15,461,334,0.813146
103631,575,16,1000,409,0.776053
10379,568,14,893,304,0.817115
103833,750,22,1478,679,0.818121
103892,607,42,1148,547,0.806403
103905,617,45,1155,550,0.805241
103909,609,58,1156,553,0.803237
103910,614,50,1147,552,0.815201
103911,601,40,1173,556,0.819993
103913,612,38,1156,551,0.817037
103919,617,46,1160,547,0.803391
103920,615,49,1158,548,0.802954
103976,28,54,436,435,0.717958
103979,547,369,776,581,0.780563
103990,447,47,732,286,0.776983
104012,618,53,1149,536,0.779548
104014,602,41,1163,555,0.81239
104072,0,0,0,0,0.0
104084,524,18,959,426,0.820704
104100,43,205,361,496,0.719529
104103,96,17,504,402,0.783532
10414,56,1,325,247,0.781263
104237,0,0,0,0,0.0
104537,605,59,1158,542,0.791227
104653,1272,152,1993,742,0.804385
104658,1313,151,1998,725,0.780217
10466,873,605,1200,907,0.77686
104744,342,25,628,280,0.782402
104745,351,27,625,278,0.785433
104751,326,6,615,257,0.795963
104758,335,29,613,276,0.797543
104768,352,11,614,258,0.767274
104854,335,13,624,289,0.819316
104855,343,15,621,274,0.776631
104958,0,0,0,0,0.0
104963,9,292,292,559,0.810215
10497,39,30,412,360,0.800376
104975,0,0,0,0,0.0
105026,490,26,785,299,0.737905
105041,482,10,800,300,0.80335
105125,419,20,683,253,0.796139
105140,0,0,0,0,0.0
105179,0,0,0,0,0.0
105407,1394,548,1749,877,0.752479
105408,421,23,675,247,0.783131
105409,415,21,685,248,0.788363
105411,167,148,510,478,0.763063
105430,417,21,681,250,0.797685
105431,424,22,681,252,0.783946
105501,40,195,370,498,0.790138
105503,39,201,370,497,0.72236
105506,641,60,962,350,0.735744
105578,704,70,1155,453,0.802493
10558,881,605,1200,908,0.794134
105612,0,0,0,0,0.0
105685,0,0,0,0,0.0
105765,873,0,1576,674,0.82205
105915,44,27,279,238,0.790825
105941,575,0,1200,593,0.785825
105951,11,0,327,268,0.772265
106047,516,18,971,431,0.830411
106059,516,16,974,430,0.824159
106064,520,25,970,429,0.81831
10610,300,11,548,242,0.726238
106333,1176,133,1801,725,0.771424
106470,2,0,398,344,0.799562
10649,40,42,424,377,0.819642
10650,886,614,1197,901,0.786665
106502,226,0,488,234,0.835677
10651,40,41,437,381,0.822283
106511,236,8,496,228,0.828887
106515,256,0,500,204,0.832211
10653,42,44,417,379,0.810907
10658,52,45,422,375,0.789554
10666,53,43,430,382,0.832783
106688,1478,738,2144,1374,0.781402
106693,1478,730,2160,1400,0.793435
106694,1487,736,2179,1392,0.764832
106737,599,240,833,457,0.804311
106742,597,240,837,460,0.752849
106744,578,219,839,450,0.714559
10679,0,0,0,0,0.0
1068,0,0,0,0,0.0
106806,0,0,0,0,0.0
106807,40,273,394,645,0.730976
10681,0,0,0,0,0.0
106812,0,0,0,0,0.0
106814,1408,758,2098,1366,0.756022
106815,1500,741,2223,1405,0.784801
106818,0,0,0,0,0.0
106819,1428,749,2142,1386,0.793031
106825,1482,753,2173,1405,0.794885
106826,0,0,0,0,0.0
106829,1435,753,2139,1403,0.787509
10685,874,609,1196,911,0.781115
106865,0,0,0,0,0.0
106931,0,0,0,0,0.0
106932,762,221,1138,546,0.755009
107109,133,169,487,517,0.794986
107113,200,274,437,490,0.767322
107114,255,325,483,533,0.742551
107115,131,179,463,511,0.751271
107116,0,0,0,0,0.0
107118,108,224,435,534,0.776479
107119,127,167,454,477,0.78058
107120,0,0,0,0,0.0
107216,40,281,397,662,0.76591
107327,1407,714,2156,1424,0.81721
107328,0,0,0,0,0.0
107330,0,0,0,0,0.0
107331,0,0,0,0,0.0
107335,0,0,0,0,0.0
107339,0,0,0,0,0.0
107340,0,0,0,0,0.0
107345,0,0,0,0,0.0
107349,0,0,0,0,0.0
107386,102,23,427,332,0.766017
107404,91,26,425,339,0.778603
107418,85,23,429,349,0.78008
107467,581,260,1075,718,0.792842
107471,590,261,1075,721,0.770908
107572,52,278,396,620,0.772299
107576,44,266,398,630,0.785042
107584,41,302,393,661,0.718188
10764,31,0,438,334,0.794004
10765,792,559,1177,911,0.809193
107770,513,0,840,295,0.80209
107779,38,280,404,651,0.790949
107786,42,280,407,643,0.801652
10779,0,0,0,0,0.0
107799,0,0,0,0,0.0
108048,229,4,443,197,0.841946
108058,273,6,566,274,0.836991
108059,301,7,550,227,0.832779
108061,216,0,480,224,0.831012
108067,250,0,510,224,0.82187
108068,220,0,457,205,0.821954
108069,244,0,522,263,0.8318
108073,339,1,589,206,0.825296
108074,274,0,536,236,0.840184
108075,242,8,529,257,0.823256
108076,273,0,539,219,0.836175
108078,299,0,564,214,0.824972
108084,292,6,587,257,0.841799
108092,239,0,487,220,0.838897
108105,247,0,504,243,0.836598
108144,1047,59,1718,648,0.725665
108218,712,30,1378,603,0.816222
108229,0,0,0,0,0.0
108230,0,0,0,0,0.0
108260,1487,730,2185,1398,0.798039
108261,1423,746,2138,1394,0.783013
108265,266,0,551,261,0.839876
108266,284,2,571,264,0.823988
108267,268,0,550,257,0.830024
108268,307,2,565,233,0.826361
108270,330,6,575,216,0.825953
108271,267,14,529,233,0.831902
108273,327,12,570,216,0.817154
108274,226,5,481,237,0.829118
108275,323,10,569,229,0.829047
108319,1428,698,2132,1416,0.788871
108322,1454,724,2143,1403,0.790889
108330,1436,730,2136,1412,0.795808
108331,1421,727,2143,1414,0.79122
108332,1416,727,2132,1425,0.791905
108333,1455,756,2124,1398,0.79721
108334,1434,737,2127,1416,0.804316
108335,1419,725,2128,1405,0.795907
108341,1445,756,2128,1373,0.786434
108348,1420,723,2121,1416,0.798999
108353,1420,709,2128,1405,0.804313
108357,1488,698,2199,1409,0.799667
108490,1428,725,2131,1401,0.784759
108526,774,428,1192,794,0.820373
108614,0,0,0,0,0.0
108636,608,40,1166,560,0.81544
108638,714,27,1367,614,0.809743
108646,1261,788,1881,1333,0.739342
108648,0,0,0,0,0.0
108650,693,426,1050,751,0.731258
108653,892,504,1264,833,0.780354
108742,0,0,0,0,0.0
108786,766,63,992,259,0.725448
108787,767,64,988,258,0.755057
108817,512,232,992,680,0.797544
108818,583,269,1075,729,0.803893
108823,0,0,0,0,0.0
108912,33,241,398,632,0.820894
108984,233,0,490,221,0.829562
108987,643,497,900,738,0.774735
108988,267,2,485,190,0.838119
108990,245,0,534,254,0.829959
108992,246,0,507,233,0.838645
108993,264,0,536,250,0.838511
108994,450,0,768,281,0.823076
108996,292,8,558,249,0.839113
108997,221,4,465,225,0.829775
108998,301,1,562,219,0.832482
108999,281,7,576,272,0.834959
109001,277,0,576,269,0.827606
109003,272,4,502,201,0.830189
109006,1420,737,2141,1411,0.786633
109010,1413,722,2144,1400,0.780825
109015,0,0,0,0,0.0
109161,319,0,569,219,0.832627
109402,566,264,1075,715,0.778397
109511,496,11,800,300,0.814619
109514,495,9,800,298,0.818677
109515,495,11,800,302,0.821353
109586,510,15,981,435,0.826524
109600,635,5,1162,523,0.818938
109638,870,4,1589,697,0.821166
109639,557,251,1075,725,0.788131
109640,868,4,1578,689,0.819936
109646,316,331,760,736,0.79888
109674,879,15,1578,684,0.807248
109797,364,0,600,207,0.766062
109800,365,2,596,205,0.753559
109805,371,5,600,203,0.758786
109810,522,212,992,672,0.800618
109816,621,28,985,353,0.73337
109817,622,15,995,334,0.747251
109819,493,13,792,275,0.77883
109820,601,20,896,291,0.776944
109905,478,29,973,472,0.830941
109927,478,20,973,466,0.831497
109952,495,13,800,299,0.810956
109970,534,39,948,415,0.81251
110015,0,0,0,0,0.0
110016,16,8,355,318,0.741027
110018,17,12,348,329,0.759053
110019,20,11,345,336,0.784926
110020,476,29,970,478,0.826563
110021,477,22,969,476,0.83291
110024,592,285,838,497,0.797771
110027,597,300,836,503,0.801079
110085,579,247,818,456,0.724169
110086,0,0,0,0,0.0
110087,0,0,0,0,0.0
110110,0,0,0,0,0.0
110111,0,0,0,0,0.0
110114,499,32,712,235,0.785824
110115,0,0,0,0,0.0
110116,520,0,784,238,0.784848
110117,547,14,779,242,0.725484
110118,535,15,781,236,0.777307
110128,0,0,0,0,0.0
110130,0,0,0,0,0.0
110131,0,0,0,0,0.0
110132,0,0,0,0,0.0
110133,0,0,0,0,0.0
110134,0,0,0,0,0.0
110136,0,0,0,0,0.0
110137,20,11,343,330,0.752784
110138,19,12,347,331,0.738111
110144,0,0,0,0,0.0
110145,0,0,0,0,0.0
110146,0,0,0,0,0.0
110147,0,0,0,0,0.0
110154,474,21,973,462,0.830737
110173,0,0,0,0,0.0
110175,0,0,0,0,0.0
110224,750,291,1186,669,0.797604
110375,0,0,0,0,0.0
110376,0,0,0,0,0.0
110377,0,0,0,0,0.0
110480,896,426,1280,745,0.763204
110486,796,557,1178,911,0.809511
110550,0,0,0,0,0.0
11064,514,313,705,496,0.758422
110676,0,271,346,609,0.758523
110705,450,5,800,338,0.815732
110706,432,0,800,356,0.802823
110707,69,15,452,345,0.800188
110848,484,254,768,523,0.834981
110849,486,259,769,520,0.825423
110850,485,257,769,520,0.821066
110879,15,9,352,323,0.732852
111039,0,0,0,0,0.0
111065,71,42,304,266,0.796217
111074,15,13,897,826,0.722985
111079,56,15,855,789,0.738474
111080,0,0,0,0,0.0
111081,38,29,925,802,0.736611
111087,553,15,993,441,0.810233
111091,230,51,352,158,0.710497
111110,441,44,615,198,0.715823
111117,0,0,0,0,0.0
111125,0,0,0,0,0.0
111137,1789,55,2765,973,0.750423
111163,1909,26,3000,1005,0.818631
111269,951,16,1772,732,0.809408
111314,89,25,389,300,0.73388
111337,341,4,567,190,0.819309
111340,0,0,0,0,0.0
111341,296,4,506,183,0.823648
111343,0,0,0,0,0.0
111347,432,47,661,252,0.71531
111355,56,62,547,521,0.727273
111357,510,44,772,285,0.739905
111582,766,269,1200,706,0.822009
111583,725,267,1200,743,0.832253
111730,84,22,389,307,0.761414
111808,89,22,399,301,0.787435
111809,81,17,399,304,0.799957
111827,0,0,0,0,0.0
111831,474,3,752,279,0.763795
111834,1245,26,1960,715,0.73041
111838,477,6,858,376,0.793631
111840,511,0,860,337,0.806216
111841,456,7,860,384,0.790714
111842,52,43,276,237,0.786351
111843,479,2,860,366,0.806033
111844,458,4,860,375,0.784558
111845,55,38,291,252,0.802057
111846,0,0,0,0,0.0
111847,72,43,329,283,0.773291
111849,0,0,0,0,0.0
111853,72,41,325,289,0.790377
111854,72,51,330,282,0.784881
111855,0,0,0,0,0.0
111857,72,48,331,278,0.805051
111859,63,46,328,294,0.810902
111860,601,20,896,291,0.776944
111861,0,0,0,0,0.0
111864,637,19,973,333,0.753057
111868,73,51,330,278,0.756017
111869,73,45,325,274,0.761286
111886,628,6,997,349,0.830243
111887,627,8,998,343,0.827536
111890,299,72,442,201,0.777183
111971,28,294,386,620,0.71844
112069,603,202,1000,602,0.831752
112077,599,41,1167,551,0.818365
112079,725,25,1367,598,0.811518
112081,11,381,235,587,0.758576
112093,565,45,890,345,0.743511
112113,197,14,366,169,0.794193
112118,30,8,479,419,0.841709
112119,20,10,471,431,0.836216
112120,25,18,480,419,0.834232
112121,42,19,461,419,0.834149
112122,23,24,453,394,0.819615
112123,15,8,474,430,0.83241
112125,28,15,448,403,0.828458
112171,0,0,0,0,0.0
112230,627,8,998,349,0.829173
112289,611,35,1168,546,0.816899
11229,872,607,1199,910,0.775456
112402,592,0,1200,569,0.739589
112409,578,7,1200,591,0.804441
112435,48,86,205,234,0.797366
11246,874,606,1193,901,0.796446
11250,866,605,1195,911,0.798082
112593,0,0,0,0,0.0
1126,0,0,0,0,0.0
112601,35,177,182,312,0.789615
112609,690,372,1191,815,0.76695
112697,1022,334,1455,726,0.776845
112699,575,261,1075,727,0.78811
1127,18,17,429,383,0.81314
112735,733,35,1351,594,0.803779
112792,602,46,906,324,0.768024
112868,721,28,1368,595,0.798487
112881,419,19,677,250,0.789836
112944,555,40,857,301,0.740489
112995,1179,122,1799,720,0.776124
113048,0,0,0,0,0.0
113049,69,44,296,261,0.802508
113052,117,157,851,796,0.724148
113054,128,140,875,797,0.726149
113102,0,0,0,0,0.0
113139,637,16,991,344,0.786479
113148,538,64,897,334,0.748685
113228,0,0,0,0,0.0
113229,54,50,332,295,0.707558
113230,0,0,0,0,0.0
113249,698,0,1100,372,0.81907
113297,887,400,1284,729,0.721415
113325,381,0,661,243,0.766045
113353,478,26,967,469,0.828765
113440,229,72,1045,833,0.818159
113441,181,72,1017,826,0.807482
113454,537,4,917,325,0.794431
113483,556,54,938,401,0.799664
113538,564,58,965,419,0.823012
113550,490,39,967,468,0.807921
113551,473,18,976,477,0.834161
113554,0,0,0,0,0.0
113556,0,0,0,0,0.0
113560,478,21,973,469,0.830685
113562,477,25,968,464,0.825078
113567,381,20,770,372,0.827545
113569,0,0,0,0,0.0
113598,596,66,958,413,0.813738
113788,0,0,0,0,0.0
113800,0,0,0,0,0.0
113819,511,23,824,313,0.820361
113824,719,0,1500,751,0.790537
113852,577,45,924,359,0.772521
113855,573,38,919,367,0.809222
113862,597,27,962,363,0.820842
113863,595,22,967,362,0.823482
113894,613,35,936,352,0.81685
113927,37,27,403,356,0.794329
113949,0,0,0,0,0.0
113951,1244,26,1960,715,0.729335
113953,449,2,757,293,0.792896
113961,295,38,599,323,0.795541
113969,576,44,922,367,0.832028
114041,469,135,709,351,0.769016
114043,41,195,367,502,0.748499
114143,40,194,367,496,0.79031
114144,59,217,406,560,0.751081
114172,0,0,0,0,0.0
114188,34,26,478,420,0.813916
114201,513,26,966,435,0.822927
114262,35,24,406,351,0.801067
114265,26,22,412,344,0.801579
114269,33,30,389,352,0.77318
114302,1111,555,1675,1051,0.765979
114305,0,0,0,0,0.0
114322,0,0,0,0,0.0
114400,0,0,0,0,0.0
114481,497,10,862,340,0.811505
114551,0,384,392,756,0.775909
114578,0,379,392,756,0.797286
114579,0,378,393,756,0.798665
114584,0,378,396,756,0.79585
114585,0,385,399,756,0.799065
114586,0,380,394,756,0.787278
114587,0,364,398,756,0.813885
114598,2152,255,3124,1102,0.706211
114604,0,0,0,0,0.0
114606,0,0,0,0,0.0
114611,0,0,0,0,0.0
114615,499,12,848,349,0.814411
114618,520,17,856,340,0.81779
114619,521,23,859,342,0.813144
114702,0,476,239,709,0.797181
114719,517,15,864,346,0.838227
114746,61,44,277,235,0.806626
114758,53,39,280,257,0.791775
114765,0,0,0,0,0.0
114769,53,34,286,245,0.80138
114770,65,43,319,279,0.815932
114771,57,41,276,238,0.78533
114778,59,44,282,239,0.816446
114780,0,0,0,0,0.0
114782,0,0,0,0,0.0
114784,70,47,297,263,0.736109
114916,600,26,961,361,0.83497
114917,596,26,962,366,0.824207
114919,597,35,961,363,0.813906
11499,646,86,881,300,0.818889
11501,535,5,889,324,0.813599
11502,567,9,949,360,0.71469
11503,0,0,0,0,0.0
11506,0,0,0,0,0.0
115104,496,17,814,314,0.795239
115135,79,159,418,474,0.815484
115144,22,26,288,268,0.820911
115327,1277,284,1686,654,0.736034
115473,0,0,0,0,0.0
115522,0,0,0,0,0.0
115630,648,9,1200,487,0.805521
115714,644,19,1129,442,0.753436
115715,636,18,1122,446,0.772459
115716,619,8,1130,457,0.799775
11574,19,23,345,309,0.816562
11575,0,0,0,0,0.0
11577,0,0,0,0,0.0
115891,1430,749,2139,1396,0.799722
115894,1451,728,2150,1421,0.7834
115895,1433,731,2135,1393,0.794658
115902,599,2,1000,377,0.76682
115903,610,0,1000,377,0.740946
115951,391,81,529,207,0.758832
115961,19,4,356,333,0.794279
115962,0,0,0,0,0.0
116055,1595,440,2418,1214,0.82733
116056,37,63,429,429,0.714217
116071,347,1,524,181,0.828892
116072,382,46,550,188,0.743694
116084,0,0,0,0,0.0
116086,329,0,511,178,0.824228
116091,0,0,0,0,0.0
116105,674,0,1181,490,0.820776
116106,0,0,0,0,0.0
116146,566,232,1075,730,0.781802
116152,558,234,1075,738,0.811659
116156,580,7,1144,491,0.82384
116160,501,16,983,439,0.829109
116161,511,17,979,444,0.827449
116167,40,52,366,364,0.830083
116382,0,0,0,0,0.0
116477,6,9,888,864,0.728289
116479,64,48,315,273,0.782239
116480,72,42,320,273,0.79116
116481,28,0,931,785,0.705669
116483,0,0,0,0,0.0
116484,66,45,335,296,0.800491
116489,63,45,318,279,0.805053
116490,0,0,0,0,0.0
116491,0,0,0,0,0.0
116701,67,42,317,271,0.799368
116702,0,0,0,0,0.0
116703,74,54,322,277,0.754061
116704,46,19,894,824,0.750757
116705,0,0,0,0,0.0
116706,124,157,866,810,0.70421
116707,68,45,313,264,0.797344
116717,63,47,312,267,0.78526
116719,0,0,0,0,0.0
116720,47,45,938,845,0.714294
116722,69,160,855,856,0.737209
11677,30,33,410,366,0.828428
116770,70,43,312,269,0.759034
116771,68,50,316,276,0.731125
116773,1026,543,1468,951,0.72633
116820,396,17,610,226,0.809865
116855,501,28,797,322,0.815905
116877,497,28,798,318,0.812441
116878,499,33,797,317,0.792918
116879,499,29,799,317,0.805189
116881,498,29,802,322,0.821979
116926,656,370,979,672,0.80072
116940,783,0,1454,652,0.819044
116992,780,4,1446,653,0.811722
116998,786,2,1441,649,0.812239
117009,788,7,1456,655,0.821158
117010,781,8,1462,643,0.817108
117011,786,14,1456,647,0.815436
117100,0,0,0,0,0.0
117130,598,0,1000,386,0.813073
117194,637,34,967,342,0.827372
117207,48,0,338,262,0.826018
11726,0,0,0,0,0.0
11727,1107,42,1625,485,0.720188
117322,514,47,751,256,0.810654
117330,626,0,1000,351,0.830883
11735,583,45,754,201,0.772322
117613,0,0,0,0,0.0
117637,499,42,713,234,0.703592
117750,0,0,0,0,0.0
117813,58,47,275,231,0.73237
117817,56,38,289,246,0.796652
117821,0,0,0,0,0.0
117822,58,43,267,230,0.752946
117823,0,0,0,0,0.0
117824,0,0,0,0,0.0
117825,78,101,894,827,0.714052
117826,0,0,0,0,0.0
117828,54,32,230,194,0.792422
117880,54,38,271,233,0.791133
117975,77,187,854,845,0.728076
117976,61,107,892,849,0.731468
117978,59,91,807,802,0.737311
117979,54,34,283,243,0.820437
117980,60,38,280,240,0.76322
117981,0,0,0,0,0.0
117983,0,0,0,0,0.0
117984,0,0,0,0,0.0
117985,108,169,851,819,0.720399
117986,80,138,861,856,0.71254
117989,49,35,239,215,0.767494
117990,46,29,223,195,0.809704
117991,49,33,222,190,0.779292
117994,1424,208,2292,1051,0.777624
117997,0,0,0,0,0.0
118006,1427,201,2305,1046,0.776438
118134,0,0,0,0,0.0
118172,322,0,580,202,0.832811
118173,299,9,559,235,0.827497
118174,305,12,579,231,0.830585
118176,316,7,569,224,0.830611
118177,341,9,574,207,0.827394
118178,209,0,482,249,0.833427
118224,0,0,0,0,0.0
118250,0,0,0,0,0.0
118269,1405,206,2328,1054,0.771384
118270,1405,218,2314,1055,0.755774
118272,1402,231,2328,1051,0.798821
118274,518,204,801,474,0.795125
118376,0,0,0,0,0.0
118378,563,47,804,282,0.761751
118379,567,60,807,282,0.730589
118403,0,0,0,0,0.0
118405,0,0,0,0,0.0
118409,560,46,805,282,0.780452
118417,564,59,809,280,0.732368
118419,561,42,807,282,0.781344
118420,0,0,0,0,0.0
118421,568,60,805,282,0.722774
118423,562,47,812,288,0.714841
11845,288,11,483,183,0.809858
118452,0,0,0,0,0.0
118481,0,0,0,0,0.0
118498,0,0,0,0,0.0
118501,0,0,0,0,0.0
118544,541,0,900,343,0.816631
118547,558,12,893,316,0.750318
118560,562,0,900,338,0.80907
118566,0,0,0,0,0.0
118567,511,26,963,445,0.813209
118568,336,12,651,302,0.826412
118570,547,0,899,346,0.821083
118571,540,0,900,358,0.822652
118580,422,3,670,247,0.813823
118581,412,26,643,250,0.815595
118585,28,17,499,458,0.828918
118586,555,13,891,313,0.755921
118588,28,64,396,399,0.829709
118591,28,18,499,453,0.830744
118596,30,21,499,448,0.825641
118654,571,14,892,303,0.72425
118655,504,0,900,369,0.833137
118658,503,0,900,326,0.822493
118659,552,0,900,321,0.820993
118663,592,8,893,299,0.760108
118670,304,70,445,204,0.794888
1187,0,0,0,0,0.0
118742,58,38,269,223,0.798748
118744,362,14,583,195,0.704549
118765,28,27,403,353,0.801604
118797,0,0,0,0,0.0
118865,0,0,0,0,0.0
119144,42,285,396,653,0.717697
119145,40,284,398,662,0.773602
119147,0,0,0,0,0.0
119148,40,278,392,635,0.777189
119149,42,285,398,654,0.762321
119152,41,282,392,653,0.761686
119155,1488,746,2171,1385,0.795552
119198,338,3,593,218,0.822433
119203,1098,500,1700,1044,0.807961
119235,1388,754,2110,1406,0.796626
119237,1459,730,2140,1397,0.738486
119238,38,286,387,624,0.732046
119432,895,505,1246,825,0.815508
119441,0,0,0,0,0.0
119557,0,0,0,0,0.0
119643,0,0,0,0,0.0
119752,480,24,963,463,0.82695
119761,567,3,947,350,0.827036
119854,151,101,1028,925,0.717236
119894,0,0,0,0,0.0
119895,0,0,0,0,0.0
119896,0,0,0,0,0.0
119897,0,0,0,0,0.0
119898,0,0,0,0,0.0
119900,0,0,0,0,0.0
119902,0,0,0,0,0.0
119903,0,0,0,0,0.0
119904,0,0,0,0,0.0
119905,0,0,0,0,0.0
119906,0,0,0,0,0.0
119908,0,0,0,0,0.0
119909,0,0,0,0,0.0
119910,0,0,0,0,0.0
119911,0,0,0,0,0.0
119912,0,0,0,0,0.0
119915,0,0,0,0,0.0
119916,0,0,0,0,0.0
119917,0,0,0,0,0.0
120117,0,0,656,639,0.813793
120165,272,0,491,183,0.827362
120166,345,6,555,185,0.793126
120256,0,0,0,0,0.0
12026,63,66,366,358,0.771959
12030,466,28,862,393,0.825484
12031,22,32,384,356,0.78414
12033,461,132,652,300,0.763473
12034,20,9,199,171,0.79415
12038,12,51,642,637,0.806105
12042,15,29,374,362,0.828014
12043,0,0,0,0,0.0
120459,1403,199,2333,1061,0.795123
12046,35,30,403,377,0.774562
12056,18,24,374,354,0.802576
120570,1409,197,2316,1056,0.796104
120571,1399,217,2328,1052,0.775809
120572,1412,207,2321,1051,0.803831
120582,1433,207,2315,1049,0.778721
12061,25,24,375,351,0.795469
120692,54,37,315,274,0.803885
120706,62,49,327,299,0.75344
120715,774,20,1468,652,0.81393
120743,1400,768,2097,1391,0.748696
120744,674,0,1181,490,0.820776
120747,674,0,1181,490,0.820776
120748,684,0,1181,476,0.794186
12080,11,20,372,359,0.802354
12087,473,21,866,380,0.818418
120893,86,18,415,297,0.761571
120894,82,23,413,303,0.787995
120895,81,14,407,306,0.794571
120896,85,20,416,315,0.801033
120898,80,14,411,303,0.798679
120899,82,17,413,295,0.777365
120900,80,16,415,288,0.794782
120901,82,16,413,323,0.80566
120902,85,13,407,311,0.792762
120908,80,11,415,308,0.810586
120909,72,11,410,298,0.802562
120912,87,15,411,307,0.796392
12092,466,76,815,381,0.77188
12093,15,26,374,359,0.783858
120975,48,32,239,206,0.817385
12098,18,22,375,348,0.797054
121044,451,14,789,313,0.811333
121101,290,156,487,329,0.796659
121279,0,0,0,0,0.0
12128,20,21,354,332,0.775618
12133,46,36,396,353,0.73704
12139,876,387,1278,761,0.802668
121509,475,31,727,260,0.70189
121532,0,0,0,0,0.0
121537,530,215,992,671,0.802816
121547,0,0,0,0,0.0
121548,0,0,0,0,0.0
121549,0,0,0,0,0.0
121550,40,288,392,649,0.700927
121575,296,71,435,201,0.760699
121582,0,0,0,0,0.0
121633,0,0,0,0,0.0
121649,1445,755,2139,1390,0.779648
121652,1433,712,2159,1417,0.812417
121681,57,45,386,335,0.777654
121682,615,11,998,371,0.815525
121746,617,11,999,375,0.82041
121747,498,18,776,281,0.817201
121770,1428,216,2298,1052,0.790678
121771,480,63,784,353,0.788202
121772,511,208,807,489,0.782689
121773,1417,205,2329,1057,0.793455
121774,1406,218,2306,1063,0.772912
121775,482,68,786,358,0.779259
121776,1421,212,2324,1056,0.798764
121777,1403,175,2324,1063,0.813685
121778,1412,212,2304,1053,0.770535
121812,58,47,382,344,0.74791
121813,500,16,773,276,0.817967
121817,49,40,394,344,0.794554
