img_id,pg_id,blood
324825,TFPF2005-263053,桑杰士
324985,11-01-1001124,凡戴克
324990,10-01-966826,凡戴克
325347,CHN2013-15-175818,林波尔
326091,2014-32-661114,林波尔
326097,2014-32-661053,林波尔
326223,13-156875,波西瓦
326823,CHN2012-32-168300,波拉5000
327455,CHN2010-16-101820,戈马利
327459,CHN2009-16-000308,戈马利
327461,CHN2013-16-000302,戈马利
327465,CHN2013-16-000331,戈马利
32814,CHN2008-12-200000,苍白骑士
328232,2013-07-305007,芬妮卡5000
328254,2014-15-086015,凡代克
329114,2012-07-120427,芬妮卡5000
329163,12-07-185055,芬妮卡5000
329231,CHN2014-22-1360811,超级73
329317,B13-6080814,胡本
329325,12-07-185357,芬妮卡5000
329410,2013-08-151444,钢针家族
329421,2013-08-152888,钢针家族
329448,CHN05-081008已售,桑杰士
329462,2013-07-305057,芬妮卡5000
329464,2013-07-305058,芬妮卡5000
329491,2014-07-0255129,芬妮卡5000
329495,2013-07-305279,芬妮卡5000
329498,2013-07-305017,芬妮卡5000
329505,2013-07-305217,芬妮卡5000
329582,2014-07-285032,芬妮卡5000
329610,2014-07-285058,芬妮卡5000
329623,2014-07-285005,芬妮卡5000
329630,2014-07-285004,芬妮卡5000
329649,2012-07-185144,芬妮卡5000
329650,2012-07-185145,芬妮卡5000
329662,2009-07-195005,芬妮卡5000
329670,2010-07-155100,芬妮卡5000
329812,2004-08-011260,瓦特
330141,CHN12-03-111336,考夫曼
330263,NL12-1946317,速霸龙
330422,2007-03-009002,爱亚卡普詹森
330466,2012-30-559989,苍白骑士
33082,CHN08-09-013190,詹森019
330944,B14-4234342,盖比
331321,2014-01-686586,电脑
331343,2013-15-520598,凡代克
331388,BE14-6174359,吉林克斯
331549,特留金环种鸽-002,胡本
331550,特留金环种鸽-096,胡本
331555,NL12-1742608,杨阿腾
331658,CHN2014-22-1360837,詹森
331906,CHN18-2010-024483,考夫曼
332245,CHN2014-06-529966雄,桑杰士
332254,CHN2014-06-155755雄,桑杰士
332443,NL05-1528365,盖比
332463,,戴扶连特
332515,特留金环种鸽-043,桑杰士
332553,C2013-20-009980,詹森
332567,B2005-6265618,詹森
332568,B2006-6351011,詹森
332688,CHN2018-10-1065397,詹森019
332731,,戴扶连特
33307,B06-6413544,凡龙
33311,B07-6258710,凡龙
333233,13-188182,胡本
333255,B07-6229111,桑杰士
333257,13-199993,胡本
333263,BE13-6030875,桑杰士
333269,C14-03-1030017,詹森
33331,B07-6258757,凡龙
33332,B08-6350780,凡龙
33333,B08-6350699,凡龙
33334,B08-6350754,凡龙
334132,2018-01-0107,国家一号
334150,2014-15-160901,詹森
334184,CHN2014-01-328552,詹森
334187,CHN2011-03-888808,国家一号
334197,CHN17-01-0698855,国家一号
334398,2011-32-325064,速霸龙
335115,CHN2016-01-0777707,佛卡门
33535,B08-6350620,凡龙
335388,CHN2014-03-995283,红狐
335496,2012-15-276082,桑杰士第一武士
335500,2012-15-276081,桑杰士第一武士
335704,▲.2011-01-555105.灰雌.,凡龙
335709,▲.2010-08-011986.灰白条雌.,霍夫肯
335711,▲.2010-07-002397.点雌.双关鸽王6名..,戈马力
335712,▲.2010-03-066838.灰雌.,戈马力
335768,B13-6312957,乔斯.乔森
335770,B13-6312952,乔斯.乔森
335772,B13-6319801,乔斯.乔森
335775,B13-6319835,乔斯.乔森
335941,▲.2011-01-555105.灰雌.凡龙超级种雌.,凡龙
336132,13B9029129,卡萨
336191,BELG2013-6080805,胡本
336609,B11-6289619,乔斯.乔森
336611,B08-6384329,乔斯.乔森
336613,B13-6306678,乔斯.乔森
336615,B13-6027231,乔斯.乔森
337068,▲.2013-01-663310.灰雄.,盖比
337576,NL2005-5525642,詹森系
337892,14-07-316330,詹森系
337896,14-07-316337,桑杰士
338298,C12-03-111280,考夫曼
338311,C12-03-111665,考夫曼
338312,B10-2045384,戈马力
338535,2014-06-088883,戈马力
338549,2010-02-033006,桑杰士
338816,B13-6311732,乔斯.乔森
338823,B13-6311649,乔斯.乔森
338837,B13-6306693,乔斯.乔森
338840,B11-6289629,乔斯.乔森
338842,B13-6167373,乔斯.乔森
338894,,鸽友通:
338897,2014-15-998601,桑杰士
339002,NL12-1651449,波西瓦
339016,B13--6080547,胡本原舍
339017,B13-6080946,胡本原舍
339019,B14-6085316,胡本原舍
339021,B14--6085254,胡本原舍
339023,B13--6080624,胡本原舍
339025,B13-6080755,胡本原舍
339027,B13--6080507,胡本原舍
339029,B13-6080502,胡本原舍
339033,B14-6085161,胡本原舍
339035,B14-6085255,胡本原舍
339127,2013-03-449085,白雪公主
339269,B12-3168976,盖比
339273,B12-3168891,盖比
339568,2014-03-1052022,白雪公主
339891,2007-32-851184,英格斯
339927,2007-32-912887,英格斯
339928,CHN10-09-417474,克拉克
340059,B12-3127592,盖比
340255,2008-20-000204,林波尔
34035,2008-08-038836,瓦特
340504,14-32-389921,速霸龙
340505,14-32-389891,速霸龙
340506,14-32-389922,速霸龙
340507,14-32-405135,速霸龙
340508,14-32-405177,速霸龙
340512,14-32-406553,速霸龙
340581,2014-08-313945,乔斯佛卡门
34073,508-080751,桑杰士
34079,S08-080680,桑杰士
340945,CHN12-09-270719,桑杰士
341536,2014-15-160960,林波尔
341550,13-1001,克拉克詹森
342451,NL-2009-1214852,杨.欧瓦克
342458,NL-2009-1214830,杨.欧瓦克
342627,14-4215783,盖比.凡德纳比
342891,12-26-060170,速霸龙
343194,NL09-1232690,佛科克
343198,CHN06-17-033193,詹森麦克斯
343295,B12-9083689,奶酪小子
343384,IF07-A-2922,詹森
343390,BELG2014-4215610,奶酪小子
343483,IF07-A-2936,詹森
343489,NL09-1232689,佛科克
343490,NL09-1232219,佛科克
343559,CHN2014-05-266774,盖比
343563,BELG2014-4255995,速霸龙
343875,BELG2014--2216401,电脑戈马利
343878,BELG2014--2216370,电脑戈马利
343880,BELG2014--2216439,电脑戈马利
343886,BELG2014--2216369,电脑戈马利
344038,B10-6212263,威廉.吉尔特
344184,CHN2014-01-370000,詹森
344304,2010-16-289822,盖比
344575,BELG2008-6383029,奶酪小子
344600,2011-32-703791,瓦特
344605,11-10-008708,速霸龙
344612,CHN09-600505,速霸龙
344613,CHN07-10-020010,速霸龙
344614,CHN07-10-020002,速霸龙
344631,08-10-118015,速霸龙
344643,08-10-446618,速霸龙
344649,BELG2011-6341418,奶酪小子
344821,AU2012-JWC-12945,夏拉肯
345027,13-20-036666,詹森
345029,12-20-013391,詹森
345043,20-13-036668,詹森
345123,AU2012-JWC-12633,超级73
345142,2014-06-088889,戈马利
345413,2013-08-323263,霍夫肯
345926,CHN2006-04-228889,詹森系
345951,B12-3162823,盖比
346307,2012-15-300288,桑杰士
346312,2011-15-190376,桑杰士
346315,CHN2013-22-840125,速霸龙
346325,CHN2012-01-973599,芬尼卡5000
346326,CHN2012-01-973555,芬尼卡5000
346461,CHN10-09-417427,爱亚卡普詹森
346530,DV2012-01217-232,凡戴克
346532,DV2012-01217-368,凡戴克
346540,2009-08-225559,鲁道克拉森
347429,BE13-3056164,盖比.凡德纳比
347637,777777777777777,东方不败
347852,BELG2012-6236113,胡本
347983,2009-08-225572,鲁道克拉森
347992,2009-08-228096,鲁道克拉森
347993,CHN03-17-121496,佛科克
347999,2010-08-279558,帝卢·速霸龙
348004,2012-08-081158,钢针家族
348012,2013-08-151239,钢针家族
348021,2009-07-008546,瓦特
348245,B13-6026063,乔斯佛卡门
348596,CHN2014-04882,杨.欧瓦克
348653,2014-07-008915,瓦特
348676,CHN2014-22-1370761,夏拉肯
348704,2009-07-008542,乔斯托内
348932,2014-09-405514,速霸龙
348934,2013-09-029460,速霸龙
349008,B12－6032716,乔斯.佛卡门
349446,B11-6117416,奶酪小子
349456,BELG2007-6385719,奶酪小子
349483,CHN2012-06-001199,电脑
349913,CHN2011-22-1200829,凡龙
349919,2012-06-364052,凡龙
350101,CHN2012-22-559612,凡龙
350190,CHN2012-22-559729,超级73
350402,CHN2014-22-1223964,詹森
350987,CHN2014-22-1360862,超级73
351268,NL11-1281488,彼得米卫
352124,2014-08-052313,100%乔斯托内拿破仑
352137,2014-08-110215,100%乔斯托内拿破仑
352148,2014-08-110118,100%乔斯托内拿破仑
352150,2014-08-110019,100%乔斯托内拿破仑
352153,2014-08-110020,100%乔斯托内拿破仑
352181,1002,盖比
352417,B00-6156137,胡本原舍
352418,B00-6156138,胡本原舍
352618,CHN14-06-167435,波西瓦
352750,2010-08-279327,鲁道克拉森
352840,CHN14-26-050074,奶酪小子
353324,CHN13-32-971904,克拉克詹森
353394,CHN13-32-791984,克拉克詹森
353522,14-32-405157,速霸龙
353525,14-32-428166,速霸龙
353527,14-32-406522,速霸龙
353530,14-32-428129,速霸龙
353532,13-32-221982,速霸龙
353534,13-32-208101,速霸龙
353537,14-32-405159,速霸龙
353540,14-32-407908,速霸龙
353765,BELG2007-4332362,速霸龙
353769,BELG2007-4332332,速霸龙
353779,CHN2013-000689,速霸龙
354033,,帝卢·速霸龙
354438,2014-08-110245,100%乔斯托内拿破仑
354441,2014-08-110071,100%乔斯托内拿破仑
354471,2013-08-095886,100%乔斯托内拿破仑
354479,2013-08-220363,100%乔斯托内拿破仑
354488,2014-08-110038,100%乔斯托内拿破仑
354492,2014-08-110039,100%乔斯托内拿破仑
354494,2014-08-110138,100%乔斯托内拿破仑
354495,2014-08-110139,100%乔斯托内拿破仑
354509,2013-08-220381,100%乔斯托内拿破仑
354513,2013-08-220382,100%乔斯托内拿破仑
354515,2013-08-220374,100%乔斯托内拿破仑
354786,,戈马力
354806,,戈马力
354824,,戈马力
355169,2013-03-1232970,詹森
355302,B03-5071296（旧环）,詹森
355486,2012-05-171513,苍白骑士
355926,CHN2014-03-376558,摩利斯.卡萨
355943,CHN2014-03-378222,摩利斯.卡萨
355951,CHN2013-03-687595,摩利斯.卡萨
356177,2013-09-029448,戈马力
356179,2013-09-116173,戈马力
356309,T2006-632115,马克罗森斯
35645,NL03-5301441,波西瓦
356468,2013-05-018236,爱亚卡普詹森
356570,CHN09-10-604541,詹森
356616,B2013—6215736,凡戴克
356677,B2013-6215682,凡戴克
356681,2014-6311927,凡戴克
356857,	DV01298-06-291,考夫曼
356909,B07-2000708,桑杰士
356911,B07-2000705,桑杰士
356912,B08-2232723,桑杰士
356914,B08-2232726,桑杰士
357334,13-05-018359,爱亚卡普詹森
357364,,瓦特
357392,2014-08-061919,戈马利
357736,CHN01-03-024825,桑杰士
357783,B14-2216170,戈马利
357785,B14-2216377,戈马利
357786,B14-2216378已售,戈马利
357793,2014-05-200046,林波尔
357801,2013-05-117880,东方不败
358085,BELG2008-2197553,鸽友通:
358091,BELG2008-2197680,速霸龙
358103,BELG2008-2197680,速霸龙
358148,BELG2004-4433026,速霸龙
358543,CHN2014-12-233837,飞戈
358547,CHN2014-12-100194,速霸龙
35857,B01-6519937,凡龙
35858,B00-6549638,凡龙
35859,CELE04-2044,凡龙
358603,2014-08-348583,鲁道克拉森
358604,2013-08-150590,鲁道克拉森
358626,B14-2216123已售,戈马力
358653,2013-08-150329,鲁道克拉森
358838,B08-6371229,胡本
358845,B04-4277484,速霸龙
358920,B12-6306424,胡本原舍
358944,2007-32-089081,桑杰士
358948,CHN07-300160,桑杰士
358957,CHN10-080188,桑杰士
358966,CHN08-109080,桑杰士
358981,NL14-1050902,克拉克
358988,CHN08-084889,桑杰士
359047,2010-08-020006,彼得米卫
359061,2009-08-077345,彼得米卫
359118,2005-08-174085,瓦特
359122,B06-6267438,胡本
359214,B14-6085222,胡本
359217,CHN2011-03-1000030,胡本
359277,台06-966450,鲁道.克拉森
359279,台09-822400,鲁道克拉森
359411,CHN08-097747,桑杰士
35968,CELE04-2223,凡龙
359751,NL02-2259459,考夫曼
359759,NL11-1782104,佛科克
359869,CHN2005-235785,詹森系
36008,B2006-5150065♂,乔斯托内
360491,,盖比
360995,BELG2008-6369078,奶酪小子
361076,BELG2012-4128558,红狐
361077,BELG2012-4128655,红狐
361091,BELG2012-5034553,盖比
361094,BELG2012-5034643,盖比
361110,BELG2010-6357882,奶酪小子
361131,14-03-800161,桑杰士
361154,11-01-243442,瓦特
361278,12-01-1061329,詹森
361280,12-01-1061336,詹森
361298,▲.B2010-6342768.灰雌.,吉林克斯
361489,CHN06-11-085999,詹森
361696,NL11-1764251,杨.欧瓦克
361900,B03-6192530,桑杰士
361982,B03-3130403,飞戈
362015,B03-3130401,飞戈
36215,NL99-1209703,克拉克詹森
362334,B10-5020489,桑杰士
362450,B05-6448009,胡本
362459,2013-10-039980,盖比
362750,CHN2011-01-316888,戈马力
363082,2013-01-045004,波西瓦
363083,2014-01-310448,波西瓦
363100,AU2006GFL1160,甘纳斯
363102,AU2013TONYLOFT11162,甘纳斯
363143,B09-6326213,吉林克斯
363190,NL09-1709989,麦克斯
363387,BE05-4130434,速霸龙
363443,B12-6236136,胡本
363817,2014-09-550018,鲁道克拉森
363925,B04-6276660,胡本
364065,2011-08-056290,帝卢·速霸龙
364067,2012-08-081148,帝卢·速霸龙
364466,CHN2011-03-777701,摩利斯.卡萨
365086,2007-32-111015,林波尔
365367,WN2010-10234,林波尔
365605,B11-6219351,詹森系
365610,B09-6233637,詹森系
365616,B10-6246186,詹森系
365660,14-03-704094,瓦特
365662,14-09-167076,克拉克
365665,14-03-800179,桑杰士
365666,B08-6385205,利奥.贺尔曼斯
365669,13-03-543512,瓦特
365671,12-01-1061303,桑杰士
365682,CHN2009-12-032638,桑杰士
365742,13-541472,凡龙
365950,NL2010-1681744,佛科克
366093,14-03-704097,瓦特
36617,NL04-2183479,鲁道克拉森
366207,2011-01-1023001,桑杰士
366208,2011-01-1002207,桑杰士
367057,BELG2003-3220038,盖比
367162,NL2016-1526316,佛科克
367221,NL07-3732889,鲁道克拉森
367272,CHN2015-03-0886640,佛科克
367364,B2010-6038389,胡本
367366,B11-6297696,利奥.贺尔曼斯
367370,B12-6236332,胡本
367371,B13-6080840,胡本
367478,NL2010-1681719,佛科克
367839,CHN2018-03-0222015,佛科克
367988,B13-2053146,戈马利
367990,B13-2053081,戈马利
368070,2004-15-162967,凡龙
368211,CHN2013-07-095019,詹森019
368409,BELG-2009-2054048,电脑.戈马力
368439,BELG-2013-2053122,电脑.戈马力
368460,BELG-2012-2061173,电脑.戈马力
368672,CHN2011-01-500891,考夫曼
368689,NL2013-1239733,佛科克
368702,CHN2017-03-0077231,佛科克
368706,CHN2014-03-861866,詹森
368727,CHN2018-03-0222011,佛科克
368764,CHN2018-03-0222108,佛科克
368824,CHN2014-03-861912,詹森
368825,CHN2014-03-861920,詹森
368831,CHN2017-03-0077232,佛科克
369727,NL06-0715662,鲁道克拉森
369728,NL05-0532099,鲁道克拉森
369730,NL03-0346081,鲁道克拉森
369731,NL06-0730964,鲁道克拉森
369827,HK2010-4686,吐尼尔
370136,CHN2009-03-001532,盖比·凡得那比
370313,CHN14-03-024475,桑杰士
370712,CHN2004-03-251081,摩利斯.卡萨
371122,CHN08-06-302001,克拉克詹森
371484,NL2001-1098955,考夫曼
371485,NL2001-5120346,考夫曼
371488,B05-6052286,桑杰士
371609,CHN10-02-422324,盖比
371665,DV09581-14-392,芬妮卡5000
371666,DV09581-14-388,芬妮卡5000
372345,2005-01-325637,桑杰士
372408,,詹森
37300,273206-07,戈马力
373163,CHN2013-03-687609,摩利斯.卡萨
373264,CHN12-01-933392雄,凡龙
373267,CHN13-01-381920雄,凡龙
373268,CHN14-01-694429雌,凡龙
373319,B13-2053469,戈马力
373354,CHN07-03-598116,国家一号
373579,10-07-008816,瓦特
373822,2013－20－012910,詹森
373960,NL04-2248596,考夫曼
37409,06-01-760028,魔鬼系
374220,NL03-1076586,林波尔
374326,B06-2084234,戈马利
374609,B13-6080924,胡本
374918,CHN12-03-901074,桑杰士
375027,B04-6430835,桑杰士
37505,BE2012-4186041,福雷迪.范西
376103,B13-2022243,林伯格
376105,B13-2184309,林伯格
376356,B13-3054673雄,盖比
376360,B13-3159793,盖比
376580,B08-6383006,奶酪
376729,CHN2007-02-000671,红狐狸
376794,BE2012-6306365,胡本
37690,C06-10-357989,詹森红狐
376903,2014-08-348279,钢针家族
377068,NL10-1271445,考夫曼
377228,CHN2014-15-014228,速霸龙
377278,B06-6370591,瓦特
37740,NIPPON04-113838,詹森019
377401,B09-2130471,桑杰士
377410,DV09581-13-1279,芬妮卡5000
377419,DV2011-0516-2565,芬妮卡5000
377539,CHN08-15-055717,詹森
377540,CHN12-15-097017,詹森
377730,CHN13-15-122568,奶酪小子
378650,2011-06-091791,桑杰士
378712,CHN2013-15-030800,速霸龙
379218,B2012-4078527,速霸龙
379428,B11-6240569,凡代克
379432,B11-6240567,凡代克
379488,14-03-1144328,胡本
379731,B11-6265548,胡本
379935,13-32-200703,速霸龙
380510,2011-03-866383,考夫曼
380574,B2014-4000566,速霸龙
380650,B2013-4050525,速霸龙
380662,B2011-3070085,盖比
380677,BELG2009-2026927,林伯格
380678,B2006-2255999,林伯格
380679,B2011-4331222,林伯格
380693,B2008-6383243,詹森
380694,B2008-6383255,詹森
380821,2005-01-475244,桑杰士
380970,CHN2013-15-091869,马克.罗森斯
380978,CC2011-081013,马克.罗森斯
381149,CHN12-03-111096,电脑.戈马力
381166,B12-5015221,桑杰士
381170,B02-9069971,盖比.凡德纳比
381171,B12-5015177,桑杰士
381176,B14-2041115,桑杰士
381191,B11-2083359,戈马力
381230,CHN2019-10-0529828,詹森
381430,NL2008-1537315,佛科克
381697,B2014-4273912,速霸龙
381744,AU07-088,芬妮卡5000
381802,B2014-4000585,福雷迪.范西
38188,CHN08-12-199999,苍白骑士
381963,DV2009-0516-1311,芬妮卡5000
381965,DV2010-0516-1361,芬妮卡5000
381966,DV2009-0516-2038,芬妮卡5000
381968,DV2011-0516-1291,芬妮卡5000
381969,DV2010-0516-804,芬妮卡5000
381970,DV2011-0516-1415,芬妮卡5000
382007,B06-5100704,桑杰士
383117,2013-26-188896,胡本
383202,CHN2012-15-189026,马克.罗森斯
383622,NL05-1445903,詹森
383624,NL03-1187628,詹森
383682,UN2013-566833,鲁道.克拉森
383828,CTRPA2010-183664,胡本
383994,,林波尔
384148,B11-3170445,盖比
384464,13-15-178677,芬妮卡5000
385125,NL96-9614869,詹森
385269,BELG2009-6233666,詹森红狐
385889,BE14-6306549,奶酪小子
386035,BELG-2008-2040080雄,戈马力
386049,BELG-2009-2054082,戈马力
386058,BELG-2009-2054059,戈马力
386188,CHN2014-15-104981,戈马力
386193,B14-2216404,戈马力
386306,B15-3025086,盖比
386307,B15-3025092,盖比
386308,B15-3025394,盖比
386310,B15-3025020,盖比
386318,BELG06-3008481,盖比
386563,CHN15-03-0003406,桑杰士
386583,B08-6350134,瓦特
386586,B09-6173508,瓦特
386595,B09-6173599,瓦特
386945,2004-07-149369,麦克斯
386976,2003-07-112608,麦克斯
387076,CHN2014-15-386161,戈马力
387101,B12-3088153已售,盖比
387220,BELG2008—6374006,詹森红狐
387705,B12-3168856,盖比
388040,B12-2191301,桑杰士
388055,2003-07-112623,麦克斯
388056,2003-07-112610,麦克斯
388063,B06-5100889,速霸龙
38814,CHN2019-08-0093333,詹森红狐狸
388316,2010-01-602337,詹森
388713,2014-02-610435,芬妮卡5000
388720,2014-15-104971,戈马力
388750,2014-15-104978,戈马力
388780,2012-15-117142,戈马力
388783,2012-15-370189,戈马力
388818,2013-15-378187,戈马力
388838,2013-15-298818,戈马力
388840,2012-15-370149,戈马力
388842,2011-32-286518,戈马力
388844,2014-15-386121,戈马力
388848,2013-15-386810,戈马力
388851,2012-15-370179,戈马力
388858,CHN2014-13-171029,天宝近亲回血
388859,2014-15-049832,戈马力
388876,2014-15-386169,戈马力
388878,2014-15-049833,戈马力
388880,2014-15-104957,戈马力
388914,CHN16-19-0446861,盖比
388917,CHN12-19-004953,盖比
388918,CHN15-19-0322529,盖比
388972,2013-15-298850,戈马力
388994,2013-15-370195,戈马力
389325,B15-3025167,盖比
389525,B2010-5143270,飞戈
390064,CHN13-101986,盖比
390065,CHN13-101987,盖比
390578,CHN09-10-000032,苍白骑士
390584,C07-10-082891,苍白骑士
390590,B2006-9138452,马克.罗森斯
390738,B98-6589990,詹森
390779,BELG05-2142696,电脑戈马力
390927,2013-26-180055,胡本
391107,BELG05-3185086,飞戈
391570,B08-2234316,戈马力
391683,BELG2006-3148322,飞戈
391955,BELG2006-3206569,飞戈
392281,B15-3025168,盖比
392294,BELG2010-6317386,速霸龙
392518,CHN14-26-050071,奶酪
392519,CHN13-26-026705,克拉克
392542,B09-9079202,摩利斯.卡萨
392543,B09-9077977,摩利斯.卡萨
392544,B06-9123232,摩利斯.卡萨
392545,B08-9114559,摩利斯.卡萨
392546,B09-9079217,摩利斯.卡萨
392547,B08-9114352,摩利斯.卡萨
392548,B08-9044403,摩利斯.卡萨
392550,B06-9123219,摩利斯.卡萨
392551,B08-9044410,摩利斯.卡萨
392553,B06-9123239,摩利斯.卡萨
392554,B09-9079210,摩利斯.卡萨
392576,2012-3000,乔斯托内
392635,B14-6300780已售,奶酪小子
392706,2012-32-887885,詹森
392805,2003-09-219648,戴扶连特
392928,CHN2006-20-006647,贝克詹森
392936,CHN2006-20-006796,林波尔
392951,CHN2006-20-007579,贝克詹森
393154,2014-03-216873已拍出！,东方不败
393183,2009-10-496382,桑杰士
393454,CHN12-19-035381,盖比
393477,B13-2044578,桑杰士“晚生汤姆”近亲
393482,B12-2047320,桑杰士“晚生汤姆”近亲
393731,BELG03-2197151,电脑戈马利
393738,BELG2012-3168973,盖比
393743,BELG2012-3168974,盖比
393898,DV02065-13-254,电脑戈马利
393899,DV02065-12-284,电脑戈马利
393900,DV02065-12-420,电脑戈马利
393901,DV02065-12-441,电脑戈马利
393905,DV02065-12-452,电脑戈马利
393906,DV02065-12-459,电脑戈马利
393907,DV02065-12-470,电脑戈马利
393909,DV02065-12-485,电脑戈马利
393910,DV02065-12-491,电脑戈马利
393912,DV02065-13-505,电脑戈马利
393914,DV02065-13-516,电脑戈马利
393922,DV02065-12-519,电脑戈马利
393923,DV02065-13-524,电脑戈马利
393924,DV02065-13-526,电脑戈马利
393925,B14-3150600,盖比.凡德纳比
393926,DV02065-13-528,电脑戈马利
393927,DV02065-13-530,电脑戈马利
393928,DV02065-13-532,电脑戈马利
393929,DV02065-13-546,电脑戈马利
393931,DV02065-13-548,电脑戈马利
393932,DV02065-13-550,电脑戈马利
393933,DV02065-13-554,电脑戈马利
393934,DV02065-13-555,电脑戈马利
393936,DV02065-13-560,电脑戈马利
393938,02065-13-562,电脑戈马利
393940,DV02065-13-565,电脑戈马利
393942,DV02065-13-572,电脑戈马利
393945,DV02065-13-578,电脑戈马利
393946,DV02065-13-586,电脑戈马利
394391,NL08-1077362,詹森系
394392,NL05-2083777,詹森系
394393,NL13-1953701,詹森系
394394,NL13-1961065,詹森系
394395,NL14-1130394,詹森系
394396,NL14-1130392,詹森系
394397,NL14-1130357,詹森系
394398,NL14-1130354,詹森系
394399,NL14-1130271,詹森系
394400,NL14-1130301,詹森系
394402,NL14-1130268,詹森系
394822,DV1055-14-193,詹森系
394942,BELG2005-2147094,胡本
394945,B10-6359167,利奥.贺尔曼斯
394978,B12-6042578,吉林克斯
395094,B13-2044620,桑杰士“晚生汤姆”近亲
395095,B12-2198588,桑杰士“晚生汤姆”近亲
395098,B13-2044673,桑杰士“晚生汤姆”近亲
395099,B13-2044610,桑杰士“晚生汤姆”近亲
395100,B13-2044658,桑杰士“晚生汤姆”近亲
395209,B12-2047310,桑杰士“晚生汤姆”近亲
395232,B12-2047350,桑杰士“晚生汤姆”近亲
395233,B13-2044631,桑杰士“晚生汤姆”近亲
395236,B12-2047376,桑杰士“晚生汤姆”近亲
395238,B12-2047381【已售】,桑杰士“晚生汤姆”近亲
395240,B13-2044697,桑杰士“晚生汤姆”近亲
395243,B13-2044649【已售】,桑杰士“晚生汤姆”近亲
395245,B13-2044676,桑杰士“晚生汤姆”近亲
395246,B13-2044669,桑杰士“晚生汤姆”近亲
395247,13-2044591,桑杰士“晚生汤姆”近亲
395248,B13-2044603【已售】,桑杰士“晚生汤姆”近亲
395249,B13-2044701,桑杰士“晚生汤姆”近亲
395253,B13-2044664,桑杰士“晚生汤姆”近亲
395254,B13-2044694,桑杰士“晚生汤姆”近亲
395312,BELG04-6276748,胡本原舍
395347,B12-2191330,桑杰士“晚生汤姆”近亲
395349,B12-2047367,桑杰士“晚生汤姆”近亲
395555,B14-6022973,英格斯
395556,B14-6022979,英格斯
395558,B14-6022991,英格斯
395629,B11-4244324,福雷迪.范西-速霸龙
395630,B14-4273959,福雷迪.范西-速霸龙
395631,B14-4273954,福雷迪.范西-速霸龙
395632,B14-6022985,英格斯
395633,B14-6022942,英格斯
395634,B14-6022922,英格斯
395635,B14-2216246,电脑戈马利
395636,B14-2216238,电脑戈马利
395637,B14-2216222,电脑戈马利
395638,B14-2216194,电脑戈马利
395639,B14-2216406,电脑戈马利
395640,B14-2216385,电脑戈马利
395641,B14-3113732,盖比
395642,B14-3113747,盖比
395768,B13-3160844,盖比
395770,B14-2216346,电脑戈马利
395772,B14-2216395,电脑戈马利
395775,DV01769-14-788,德拉帕
395790,NL05-2083565,詹森系
395791,NL09-5914289,詹森系
395792,NL09-1814296,詹森系
395793,B14-3113730,盖比
395794,B14-3113704,盖比
395795,B14-3113737,盖比
395796,B14-6022961,英格斯
395797,B14-6022918,英格斯
395798,B14-6022994,英格斯
395799,B14-6022988,英格斯
395801,B12-4186096,福雷迪.范西-速霸龙
395802,B14-4279741,福雷迪.范西-速霸龙
395805,B14-4273958,福雷迪.范西-速霸龙
395806,B14-4273942,福雷迪.范西-速霸龙
395807,B14-4273933,福雷迪.范西-速霸龙
395809,B14-4273903,福雷迪.范西-速霸龙
395810,B14-4000586,福雷迪.范西-速霸龙
395812,B14-4000553,福雷迪.范西-速霸龙
395813,B14-4000509,福雷迪.范西-速霸龙
395814,B14-4000489,福雷迪.范西-速霸龙
395815,B14-4000312,福雷迪.范西-速霸龙
395816,B14-4279750,福雷迪.范西-速霸龙
395817,B14-4279748,福雷迪.范西-速霸龙
395851,B14-4279727,福雷迪.范西-速霸龙
395852,B14-4279723,福雷迪.范西-速霸龙
395853,B14-4273971,福雷迪.范西-速霸龙
395854,B14-4273956,福雷迪.范西-速霸龙
395855,B14-4273941,福雷迪.范西-速霸龙
395856,B14-4273937,福雷迪.范西-速霸龙
395857,B14-4000307,福雷迪.范西-速霸龙
395859,B14-4279747,福雷迪.范西-速霸龙
395861,B14-4279739,福雷迪.范西-速霸龙
395863,B14-4279736,福雷迪.范西-速霸龙
395868,B14-4279742,福雷迪.范西-速霸龙
395870,AU2015-JEDDS-18626,甘纳斯世界鸽王冠军家族
395880,B10-3047284,盖比
395881,B14-3067026,盖比
395882,B14-3155955,盖比
395883,B09-3095030,盖比
395884,B09-3095004,盖比
395885,B12-3162816,盖比
395887,B12-3162815,盖比
395890,B14-3157406,盖比
395891,B14-3150687,盖比
396893,CHN2018-03-0222104,考夫曼
397452,BE06-6056029,詹森兄弟
39774,NL04-0433846,鲁道.克拉森
397741,B12-6023701,奶酪小子
397743,无环号,凡龙
397891,B2010-5043097,盖比
397895,B2012-2198247,盖比
397949,,吉林克斯
398002,B2008-4234190,盖比
398350,B13-6062109,奶酪小子
398361,NL2005-2103414,凡龙
398364,NL07-1369792,爱亚卡普詹森
398371,NL2007-1370725,爱亚卡普詹森
398424,CHN2013-04-668572,波西瓦
398776,B12-4176506,盖比.凡德纳比
398777,B2012-4176505,盖比.凡德纳比
398781,B2012－4176504,盖比
398782,B2012－4176511,盖比
398783,B2012－4176512,盖比
398788,B2012－4176515,盖比
399228,BELG2010-6052032,乔斯佛卡门
399247,B2012－4176519,盖比
399249,B2012－4176523,盖比
399250,B2012－4176527,盖比
