img_id_a,img_id_b,label
226123,290889,0
265377,674939,0
397452,520787,1
516876,679018,1
388780,388880,1
203752,502996,0
345029,345783,0
156414,480056,0
163078,175583,1
408520,650223,0
158023,267128,0
145919,173432,0
257782,546576,0
395794,659188,1
477644,679236,1
317855,657441,0
629470,633506,1
395852,58697,1
293387,575692,1
348335,588407,1
12034,189959,0
215756,643903,0
325052,585014,0
577453,651254,1
363387,54912,1
546200,546208,1
226841,638293,0
215431,424357,0
113567,607384,1
397356,610421,0
285078,647799,0
324815,675773,1
436584,651029,0
535126,572685,0
219468,575358,0
235316,530372,0
146931,446036,0
641826,668268,0
118568,66038,1
36653,395240,0
586559,678019,0
395916,539347,1
475509,531044,0
640159,683328,0
282203,47422,0
389589,599115,0
170309,504686,0
360644,469289,0
529808,675122,0
32378,493805,1
523349,619447,0
345498,395851,0
480596,530916,0
395788,658081,0
184920,340584,0
400273,529598,0
163145,596215,1
367255,660509,0
118270,320500,0
167706,543808,0
22256,667891,1
141732,268492,0
386936,620484,0
125599,682720,0
212412,96634,0
182885,534415,0
10261,681424,0
362464,512202,0
355623,585014,0
519377,549021,0
131033,238952,0
397299,572108,0
66856,84004,1
405600,660695,0
260526,619577,1
113560,658782,1
230980,66621,0
461778,671286,0
554085,660924,1
259572,576292,0
361257,375092,0
290470,98592,0
203160,631800,1
600939,652069,0
142159,459516,0
275637,646082,0
395789,611171,0
184590,389445,0
149610,449578,0
517795,591606,1
301821,513267,1
435092,79877,0
576723,681779,0
109810,68215,1
166427,343285,1
209047,684351,0
647863,662656,0
455427,675494,0
142816,436629,0
183907,591837,0
162845,71283,1
156456,206369,0
165251,491127,0
569367,679239,0
383726,398603,0
543669,62815,0
592530,600549,1
193273,322652,1
19302,399267,1
339002,656519,1
473925,658125,0
33331,53627,0
573903,599420,1
552387,651241,1
147369,546043,0
291046,678753,0
407293,652356,0
149801,600548,0
112230,152849,0
127731,338816,0
647147,674922,1
185795,684456,0
508246,615140,1
611544,650223,0
65571,671775,1
584189,593759,0
471738,478785,0
340059,600547,0
165585,520697,1
638293,97873,0
196934,642735,0
558573,679558,1
208141,53915,0
608821,629534,0
472062,501807,0
148205,542364,0
427114,590819,0
254957,626027,0
152234,660696,0
249045,395768,0
396273,579140,1
126996,544484,0
207830,674525,1
506868,615232,1
520784,619436,1
212412,530395,0
389445,398160,1
364060,519379,0
180009,215299,0
589283,593404,1
291465,623324,0
615029,622421,0
464255,483952,0
379929,590814,1
238880,291465,1
214027,565901,1
677997,98599,1
345751,457328,0
210270,641195,1
300577,539347,0
497160,549849,0
633371,675494,0
314031,591324,1
149697,396170,0
210649,365042,0
512428,520697,1
66273,681633,0
624364,675497,1
116926,372755,1
515472,642525,0
592537,641831,1
375475,627975,1
677585,683478,0
230911,543594,0
453901,592575,0
348564,393743,1
252200,284042,1
612871,635235,1
123017,379675,1
440064,592309,0
241510,339929,1
353540,620771,0
288622,385822,0
675127,675159,1
265162,677406,0
558672,621488,1
407347,682597,0
170317,557059,0
567238,676350,0
146814,348985,0
473763,525265,1
568787,575023,0
243176,614865,0
294324,358824,0
496475,568291,0
461247,461344,1
116160,626038,0
339206,554145,1
313552,512912,0
15381,479201,0
521983,675981,0
265909,667237,0
127625,642117,1
465186,489046,0
615178,615232,1
21018,619622,0
270698,303255,0
405611,662015,0
592541,629470,1
241510,35645,1
322651,426227,0
192470,672755,0
479565,667880,1
14086,593366,0
236383,463925,0
581883,67148,0
157109,624646,0
524028,621488,0
619973,621833,0
365616,516876,1
575358,675050,1
462195,54892,0
100583,42977,0
111137,518765,0
461301,517545,0
198179,478651,0
331651,388880,0
226073,674574,0
141819,441707,1
300461,330842,1
610967,619456,0
395795,643807,1
164707,222422,0
529821,654353,0
457319,517901,0
192484,525064,0
407054,97833,0
577977,92836,0
250755,544564,0
16050,399783,0
133022,279585,0
269294,344167,1
524831,622582,0
473558,491566,0
133390,173432,0
165587,339205,1
542073,679479,0
241134,289367,0
210967,612431,0
524715,670376,0
492369,553255,0
413193,641831,1
392282,554155,1
396037,658996,0
642682,668034,0
436615,615272,1
269702,405427,0
489210,538449,1
462823,509139,1
144389,88681,0
591764,605368,1
177017,605254,0
118269,351377,0
394934,512916,1
228187,368341,0
451397,561299,0
633255,633506,1
120748,590826,0
200360,658078,0
673390,674744,0
537996,538011,1
491188,543594,0
142630,375475,1
573906,649052,0
480056,584697,1
188627,681978,0
218681,607557,0
126045,345495,1
167346,3132,0
375475,681424,1
353027,497242,0
20239,327427,1
145962,577578,1
112792,394826,0
180239,681973,0
429313,440855,1
524028,590478,0
142816,196449,0
109674,314607,0
258864,647799,0
625601,682621,0
175031,676962,0
230980,615011,1
213954,575358,0
465905,619628,1
404791,509851,0
238947,326547,0
153190,246824,0
226527,667861,1
677585,80796,0
486075,649593,0
266282,600939,0
388780,618598,1
223556,600061,0
379485,651020,0
384479,475328,0
471266,670972,1
339794,381258,0
289235,372348,0
147660,463655,0
316404,674935,0
393912,675039,0
204509,614241,0
319193,520210,0
447786,642109,1
231748,471268,0
643345,654880,0
41288,548503,0
413193,645572,0
433906,591678,0
365594,683781,0
326245,619456,0
58650,600541,0
515472,53915,0
154469,439590,0
189806,196934,0
201540,461320,0
264195,571960,0
553845,555695,0
362504,440862,1
677503,70706,0
193361,619512,0
203122,529454,0
168066,554632,0
311479,311485,1
170185,483952,1
152849,370931,0
471425,521109,0
560871,670084,0
408522,669832,0
451851,563833,0
535126,83978,1
420036,629467,1
402092,570899,1
473500,628410,1
238998,538890,0
21018,57886,1
274561,50607,0
683136,91877,0
485500,675128,0
221751,519378,0
388133,56103,1
538391,649599,0
261425,39483,0
449620,631157,0
436629,674735,0
246193,271388,0
193353,511993,1
538262,650876,0
162861,543758,0
522195,626027,0
173207,97667,1
446623,642834,0
439005,457754,1
265909,619434,1
380906,505473,1
290470,680309,0
116055,674525,0
365789,480062,0
329670,551500,0
399714,579140,1
228226,665152,1
251517,380754,1
170157,653944,1
446132,504682,1
163617,585912,1
395891,494052,0
108266,454665,0
411241,462871,0
326013,343762,1
301037,652228,0
252200,679486,0
401756,608116,0
480056,524654,0
210645,654583,0
337478,663620,0
645887,682847,1
338905,349208,0
398026,410004,0
193638,267801,1
641799,641831,1
137396,189756,0
363312,592584,1
393898,657957,0
386530,41720,1
232389,537108,1
381984,571423,0
206123,530382,0
657882,660509,1
267027,527909,0
188089,191983,1
502839,631800,1
530063,550964,0
660691,663699,1
110018,162494,0
223951,573560,0
230848,607830,0
186697,440066,0
537996,660691,1
614865,641662,0
481316,493805,1
213954,228187,0
229613,544917,0
368211,556420,0
284042,678759,0
111582,241136,0
602983,675939,0
544634,676572,1
282591,395883,0
381202,574625,1
379675,480056,1
576723,595918,1
635054,635073,1
398160,422884,1
358626,679558,1
197310,607557,0
142183,249165,0
169566,7636,0
403224,405427,0
191866,395885,0
265156,411377,0
520697,545389,0
491188,491194,1
228909,523129,0
189658,631800,1
367272,445048,0
102798,543657,0
569923,572247,0
339011,509851,1
568945,675498,0
116477,497144,0
115716,217224,0
517882,652275,0
228555,577002,0
43175,452708,0
394392,593370,0
32895,629844,0
469667,530372,0
579208,619865,0
156414,677099,0
395814,524119,0
461324,674910,0
29504,646400,0
437108,608146,0
140622,617412,1
678549,681902,0
395854,483993,0
159714,607384,1
193353,518934,0
218484,641551,0
276390,483921,1
592541,618437,1
426130,626910,1
142891,197273,0
502839,680119,1
372348,597890,1
447786,615011,1
620771,678983,1
217224,276390,0
630920,676450,1
481348,599902,0
456657,654850,1
110018,497208,0
387416,436615,0
521109,682469,0
461306,587045,0
525077,97858,0
377402,566091,0
127627,589135,0
603523,648830,0
265394,363287,1
162023,55404,0
135284,679239,0
413193,544917,1
147661,368706,1
149809,201532,0
521983,584526,1
380722,467184,0
480288,527918,0
121682,609408,0
136758,567277,0
344401,607259,1
510886,664095,0
615140,615272,1
295137,607246,1
405730,676409,0
628333,679625,1
100870,101069,1
172556,341241,0
109674,128941,0
368341,483516,0
250755,523695,0
395885,480342,1
16462,436445,0
206369,370996,0
121771,576492,1
377706,517795,1
592563,641870,1
243965,345751,0
395828,402095,0
436584,678456,1
436629,526491,1
167167,451847,1
208603,680470,1
14085,461341,0
440064,570709,0
208628,440063,0
650611,654830,1
529808,671433,0
461155,502534,0
202767,461366,0
482311,592310,0
600407,660926,1
137475,76460,1
643111,683525,0
249469,534086,0
347028,496475,1
395883,623274,0
259878,592584,1
550493,558011,0
380906,661754,0
338823,509854,1
525018,568945,0
164447,391107,0
491194,497144,0
457225,577011,0
391546,633687,0
281917,655859,0
531044,607611,0
134421,349205,0
324879,524767,0
109810,29534,1
268030,439005,1
624855,641979,1
102803,191008,0
513446,536596,0
397873,398318,1
446129,676957,0
479030,97821,0
394826,433903,0
32378,595918,0
589942,679444,0
334949,598264,0
461448,585433,0
630540,637545,0
291468,436525,0
159545,355623,0
463673,578538,0
37777,538715,0
317133,619410,0
127627,212275,1
375475,678456,1
207830,405520,0
303255,364166,1
405442,671600,0
505793,592310,0
170122,374610,1
174640,439806,1
409332,590400,0
282486,644319,0
117813,433926,0
118177,398362,0
663109,680470,1
385895,57886,0
126918,217022,1
394240,562772,0
246893,600700,0
140622,375239,1
399714,436629,1
492288,611376,0
526147,66358,1
380650,55658,1
467522,525077,0
460430,483921,0
226256,410133,0
152166,658924,1
161525,497160,0
398667,675560,0
473501,92885,0
163620,649387,0
489210,497242,1
415356,585588,1
460430,92511,1
660509,660696,1
582423,593214,0
337122,356909,0
21020,473501,0
152806,591434,0
596440,654850,1
234466,386440,0
607267,607824,1
675118,684317,0
354783,526465,0
257239,31746,0
168297,485535,0
361091,509139,1
339027,379435,0
223556,355660,0
29534,308850,1
376580,676511,0
435615,445692,1
381171,664309,0
234346,597681,0
658126,679401,0
165582,646925,0
403318,675841,0
339568,528923,0
532157,607823,0
631157,680798,1
638471,662774,0
654443,675050,1
679465,679500,0
252669,339273,0
331651,342851,0
314983,491189,0
258204,473558,0
152942,206757,0
525265,538954,0
600535,641813,1
126996,238947,0
216451,407383,1
208148,31746,0
663742,668599,0
102803,430274,0
503367,622571,0
339027,522902,1
162845,574243,0
115951,641287,0
286150,570037,0
640718,675494,0
108067,282404,0
481323,629626,0
165587,436615,1
507911,522481,0
230793,73262,1
614404,664309,0
332761,683459,0
527913,597991,1
343762,607280,1
465773,654923,0
619434,651275,1
229389,396804,1
112735,300583,0
228226,621546,0
593866,667675,0
396037,581890,1
494436,627240,0
371665,658031,0
228909,679439,0
446623,567531,0
206126,208603,0
666831,679500,1
338905,430060,0
268940,676406,1
676649,89317,0
201540,592575,0
481348,543731,0
607300,670376,0
165402,349208,0
395812,666452,0
358653,633255,0
338549,478111,0
268940,522195,1
108818,643275,1
217079,551068,0
479580,679165,0
133548,353620,0
660736,80595,0
42435,587418,0
512178,585014,0
291022,519374,1
658231,682847,1
397356,60691,0
339002,344797,0
136223,193486,0
369730,411242,0
652619,659317,0
593686,672767,0
313906,420036,0
228226,338298,1
564401,593378,0
207426,576997,0
172425,524654,0
577002,578207,1
462195,542628,0
37062,465770,0
380515,533917,0
554840,653016,0
291442,462118,0
524823,584580,0
400264,493802,0
520784,599406,0
512912,588543,0
668665,674129,1
241110,392550,0
109161,573515,1
314607,680964,0
339205,473763,1
670866,675716,1
322070,525074,0
259068,510886,0
576639,645887,0
571241,592306,0
365073,470988,0
132266,592575,0
390064,599201,1
35260,550492,0
379675,380670,0
286251,592640,0
494436,80812,0
154937,204676,1
492861,640837,0
447390,611965,0
185423,252209,0
476479,524680,0
527981,628474,0
257501,362272,0
446135,550190,1
189514,619512,0
243964,594051,1
600211,648197,0
433279,596792,0
292816,472875,1
641813,681424,1
46528,670132,0
205568,56042,0
138231,190755,0
437108,472875,1
162991,521573,1
576639,633051,0
424607,657955,0
162025,290470,0
21247,95787,0
241239,308840,1
185788,655189,0
393910,78225,0
135795,337478,0
315633,562576,0
648418,652048,0
238715,529821,0
405598,543584,0
210494,611832,0
292730,607215,0
290978,295501,0
101126,602995,0
465197,469289,1
233259,680470,1
161821,607306,0
619622,674124,1
573515,592584,1
288311,77328,0
159965,390419,0
228188,607823,0
484278,592574,1
226841,464786,1
123017,648830,1
335708,42004,0
137332,204822,1
108526,641813,1
29530,555274,0
228909,392876,0
228779,84017,0
354029,395805,1
399265,440855,1
447786,642054,1
541312,636195,0
330944,624701,0
212275,642826,0
108992,158023,0
267577,380670,0
379428,546319,0
281974,554834,0
646754,675039,1
183898,344805,0
503367,632080,0
267545,623277,0
524822,578220,0
174901,425398,0
320061,568323,0
395347,524687,0
395213,675711,1
379265,395641,0
314475,613754,0
333255,384597,0
316531,675283,0
542709,591702,0
433261,628393,0
588902,595827,1
475326,510886,0
447614,70706,0
523646,533414,0
357786,478752,0
208350,671415,0
483993,629470,1
546043,628413,0
324882,506554,0
461351,51580,0
205524,592530,1
405427,70200,1
642735,76460,0
629322,641826,1
609037,650640,1
533584,581883,0
108335,563842,0
161527,319165,0
259909,637545,0
257146,523363,0
244075,597890,1
108333,339202,0
66354,677690,0
367687,632652,0
249071,504138,0
217748,636724,0
322679,665897,0
395238,641831,0
321407,654923,0
660949,77625,0
471438,615272,1
282674,570899,1
22143,658795,0
244039,259890,0
193282,578228,0
641479,677510,0
223951,354287,0
409445,572978,1
367727,678257,0
364350,684318,0
615178,642118,1
222421,270698,0
271760,33677,0
666831,668656,1
238872,331658,0
230911,678759,0
483995,543759,0
577010,679625,0
279586,433348,0
376107,446431,0
599418,682368,0
343295,574113,1
524687,524716,1
248856,633214,0
232389,48341,1
320399,524728,0
175754,462195,0
41195,456657,1
589940,599162,0
532805,592561,0
213979,623277,0
520697,592584,1
153731,677016,0
445456,636766,0
607631,677596,0
399265,91877,1
207764,576646,0
287421,97839,0
406290,542632,0
620919,683460,0
400402,650974,1
376542,502800,1
385852,647799,0
291052,656519,0
191983,660684,0
403600,674735,0
481323,660948,0
321125,467658,0
445007,655153,0
259790,480007,1
473924,645864,0
235200,549901,0
184590,433339,0
116167,261220,0
257145,398185,1
156415,575023,0
592575,597991,1
363312,510025,0
161078,182907,0
287320,631237,0
372755,41273,0
349446,96719,0
202336,388995,0
461254,461284,1
561435,680881,0
333004,576490,0
599192,660695,1
577011,577019,1
575398,674624,1
536319,629345,1
439008,631800,0
335767,384982,0
193500,449335,0
192785,406866,1
235202,395882,1
373596,511634,0
282591,545788,0
379527,652275,0
29504,308840,1
108526,152714,0
143025,521573,0
288919,660691,0
126380,652377,0
533921,683478,0
229766,653438,0
256629,317520,0
158208,669729,1
629313,654394,1
265381,291427,0
430060,599076,0
365309,666371,0
137323,599488,1
519356,679625,0
143856,170157,1
290889,405923,0
674124,679236,1
342627,489730,0
344605,353530,1
342623,343774,1
395794,538945,1
264995,524378,0
390141,677503,0
51787,575690,0
115630,171448,0
10259,261117,0
451844,66856,0
299290,598096,1
395882,399265,1
116477,260743,0
195944,659918,0
523027,576727,1
102660,652069,0
525064,611635,1
300147,399266,0
615310,654443,0
275637,75750,1
533219,647147,0
570987,93807,0
206165,302936,0
371521,97833,0
175506,208150,0
447390,577417,1
123017,642112,1
255808,604893,0
147578,395916,0
469191,501812,0
394251,76377,0
193378,643111,0
235357,536598,1
251968,660948,0
252209,96774,0
564672,589942,1
480503,542364,0
335767,489210,1
339273,570903,0
440855,465905,1
221191,682190,1
178447,554155,1
118571,189180,1
210632,593286,0
363004,401111,0
425005,611171,1
156639,33677,0
192508,491198,0
368381,384472,0
223818,294324,0
205900,334197,1
10379,610423,0
434124,584679,1
164447,491151,0
203802,256741,0
132819,274561,1
479030,496910,0
267057,561299,1
343303,627457,0
252669,260857,0
628596,657081,0
169566,83883,0
392991,607223,0
256647,610619,0
197580,405692,0
461269,461306,1
636721,675419,0
268492,628528,0
496495,60641,1
461353,663186,0
204721,354029,0
127721,393942,1
475366,671418,0
402095,592576,0
437020,641806,0
461261,461339,1
642114,643807,1
402011,407050,0
171500,637716,0
335763,65001,0
112609,393743,0
381989,630890,0
267545,533617,0
628069,683398,0
353958,510886,0
355914,679579,0
230338,286251,0
527918,679018,0
192508,64549,0
177026,434124,0
394392,566814,0
390510,533143,1
629626,683158,0
293387,500318,1
577578,592574,1
170185,641088,0
352749,559961,0
14086,358966,1
102710,523351,0
379517,646996,0
373960,519931,0
347101,443344,1
265909,466778,0
431310,58815,0
105409,554145,0
180251,672986,0
521580,543657,0
473061,663688,1
527981,626681,0
116055,205524,1
193149,361269,0
461270,461276,1
496963,573903,0
196449,471268,0
18575,636019,0
550190,676569,1
223841,678610,0
172425,207684,0
229613,407050,0
546200,570035,0
384982,459516,0
461327,578391,0
381271,443328,0
135286,340390,0
476650,55948,0
537996,660512,1
280821,629345,0
395882,659188,1
339014,648197,0
280080,486075,0
395871,407391,1
410004,672767,0
491198,592008,0
506431,619280,0
641813,641870,1
226532,226613,1
392897,596630,0
443116,486823,0
517245,545842,0
334785,568289,0
15381,522696,0
454982,529107,0
678162,79877,0
258682,408428,0
453737,614764,0
611836,679323,0
515413,562917,0
183979,666651,0
185788,414385,0
562576,667868,1
121682,156456,1
581699,627372,0
322571,578173,0
347096,379435,1
309733,485931,0
547386,56247,0
119155,368341,0
490600,660924,0
592602,594506,0
439954,611486,0
591299,75750,1
272910,653941,1
134874,204676,0
56103,654394,1
291440,398376,0
235316,683542,0
641806,642054,1
322902,334949,0
627975,676113,1
405718,573386,0
142914,577019,0
256196,596440,0
476146,478111,1
519381,519384,1
274542,481433,0
317837,345029,1
545715,660509,0
651275,654598,0
251476,510533,0
569035,642827,0
600522,615178,1
538011,663694,1
339206,484702,0
30357,337776,0
198374,628365,0
433279,648157,0
398781,654850,1
175125,599866,0
433261,581473,0
430836,614952,0
146193,619650,0
66357,80789,0
546187,660533,1
573570,623424,1
178504,209047,1
171448,379675,1
259878,577578,1
132735,355646,0
533013,651241,1
461568,508359,0
393934,607101,0
170317,443658,1
259890,641831,1
168066,89662,0
236922,654595,0
417728,479096,0
348335,615178,1
443885,625930,0
239081,308363,0
279593,646888,0
20516,577002,0
118174,288994,0
174895,55953,1
283321,368341,0
195601,229539,0
153340,413193,0
214183,244846,0
249525,651921,0
572940,590814,1
291407,571241,0
403224,437020,0
568998,619633,0
133302,158208,0
276836,650801,0
397629,666601,0
482454,610421,0
335534,675291,0
463680,672767,0
461339,461351,1
529821,56048,0
205547,267939,1
182907,185961,1
534415,535947,1
250823,658010,0
386188,395794,1
102710,300147,0
181683,199265,0
520779,676962,1
379428,642816,0
257239,433883,0
630418,641662,0
339209,592575,1
344838,395630,1
465486,646920,0
401317,675674,1
525077,74378,0
170317,451851,1
395789,568323,0
324815,607250,1
122768,142096,1
264959,465417,1
628292,683269,0
149809,570233,0
267554,405465,1
475507,521155,1
207286,89317,0
192484,482986,0
654595,663105,1
612069,678580,1
501926,629941,0
629528,662491,0
660120,679569,0
191983,276155,1
274561,625586,0
332306,558572,0
193149,548503,0
112077,471265,0
389884,597991,1
398160,66358,1
323337,513446,0
311802,512912,1
201133,526491,0
166427,489726,0
507849,618557,0
202855,654325,0
480811,480821,1
270723,344838,0
327459,684347,0
461758,675792,0
147578,170185,0
130606,266873,1
395246,398186,1
503097,546554,0
484278,619650,1
397873,436420,0
128475,592576,0
339211,395641,0
373373,666088,0
273698,538280,0
222667,546200,0
416393,643046,0
118571,165582,0
143856,578447,0
364618,391667,0
576763,599912,0
541315,640020,0
221191,587451,1
487389,598857,1
217868,436584,1
335415,626675,0
105431,430336,0
135926,385848,1
465207,490600,1
402006,647266,0
144389,662513,0
150569,319050,1
66357,66358,1
264718,492554,1
210648,210649,1
576859,674574,0
260857,674619,0
240550,361091,1
365086,496475,0
361076,456657,0
635069,642853,0
225457,377706,0
228779,658999,0
522339,620515,1
476478,654336,0
639298,667232,0
39865,660161,0
116156,35645,1
678983,681193,1
455464,657413,0
348461,629618,1
136780,406246,0
408520,623277,0
365555,76460,1
654850,677749,0
592574,649359,1
589942,608116,0
123919,619410,0
295412,473924,1
200553,78233,0
132378,398371,1
479152,567742,0
281970,78233,0
559961,631250,0
145211,165582,0
270163,676388,0
431210,656177,0
443356,510516,0
357106,362278,1
443658,443662,1
674627,674675,1
331716,376107,0
111065,388780,0
200134,90933,0
440064,577578,0
657882,663688,1
174578,651020,0
383625,478111,0
239326,612861,0
592537,642109,1
597993,659188,1
362334,577810,0
313888,320403,0
599162,652048,0
520204,525058,1
251200,62733,1
293387,525018,0
159850,264995,1
159544,262261,1
348461,617488,0
320403,571423,1
31732,600947,0
455840,660542,1
223840,515242,0
484278,642112,1
642054,670415,1
443356,545788,1
365086,606968,0
405520,405581,1
324879,564642,0
499639,600000,1
437108,493793,1
407347,472062,0
152862,84740,0
192508,483362,0
674675,71283,0
539347,609505,0
324881,456657,0
399800,550432,0
678155,9848,0
480165,590105,0
220769,541556,1
170317,195056,1
246733,682368,0
238997,664099,0
420036,675422,0
480007,607230,0
253244,309732,0
29533,39865,1
334951,634993,0
100589,108331,1
443344,545788,1
314058,365555,0
170698,405497,0
411402,631725,0
291283,674126,0
386188,396037,1
108105,270698,0
160908,680964,0
388780,592542,1
317520,72166,1
584189,76488,0
505848,592307,1
118269,335769,0
478654,97673,0
158023,555752,0
526726,583653,0
189806,388750,0
538889,592542,1
182913,189467,1
461253,461339,1
232275,592575,1
642806,647863,0
628474,92746,0
297679,544733,0
576762,633506,1
480738,648366,0
570582,660926,1
207729,622459,0
279694,591678,0
218515,345762,1
380821,408428,0
322742,667550,0
599418,679476,0
100870,649610,0
215425,592543,0
636195,641870,1
395794,395795,1
461324,576293,0
164367,165537,1
349022,630504,0
348564,674124,1
203523,411401,0
318609,529595,0
53915,630504,0
592576,66354,1
206893,439008,1
176570,619502,0
152862,541556,1
171312,230338,1
256394,376360,0
250823,600547,0
116926,610619,1
253835,584799,0
473501,66856,0
407204,441745,0
581958,610429,0
331939,519361,0
295412,643173,0
199323,314011,0
320181,555165,1
457318,666415,0
660531,667868,0
343886,641826,1
382006,619436,1
171570,376360,0
288021,618598,0
402011,666415,0
112868,295502,1
259854,556959,0
132592,401756,1
206730,409145,0
229337,96024,0
410925,679574,0
146193,395891,1
21357,55988,1
232848,41182,1
218921,680119,1
390578,646003,1
473925,517245,0
607823,673786,0
127629,287421,0
478752,643954,0
179575,41273,1
437200,682597,1
117817,381697,0
236940,318740,0
143416,479565,0
524165,564401,0
166561,249525,0
590400,664109,0
142916,467658,0
626042,677510,1
161383,326091,0
205900,600000,1
393477,674622,0
226887,524028,0
323610,650571,0
632520,675841,1
525259,663109,1
475623,491127,0
433915,561244,1
407101,584586,0
513616,554318,0
108335,163071,1
322020,402006,0
501820,674408,1
534735,647229,0
394391,502985,0
124653,644337,0
543582,631065,0
203748,407387,0
424607,648852,1
530146,683680,0
462724,659918,0
584697,674529,0
313888,521580,1
402011,676406,1
476031,677596,0
377402,461347,0
577578,592542,1
314475,513446,1
256741,563234,1
510189,683269,0
305625,601654,0
651241,667237,0
47497,484308,0
592602,633338,0
174580,599914,0
476087,630504,1
127721,31831,1
188089,607306,1
538945,619460,1
264995,483995,0
166561,356711,1
396037,399267,1
326097,341536,1
379428,541313,0
422560,620069,1
509853,610619,0
543992,674209,0
285556,464700,0
204822,64487,1
384461,393906,0
171312,668665,1
152559,311479,0
446036,684488,0
600064,624710,0
543758,579074,0
204914,630196,0
327427,671600,0
383706,535484,0
600050,634222,0
169415,203748,0
157109,584799,0
654980,80789,0
124276,395630,1
206893,357579,0
455427,642118,1
600522,629618,1
180251,600407,0
430535,482971,0
381966,531044,1
538945,592575,1
364242,641680,0
215260,56103,0
181683,90260,0
298717,535626,0
113598,97738,0
139084,466659,1
190836,318668,1
118177,653483,1
475554,75776,1
149866,373210,1
392282,525259,1
447786,502800,1
375475,619633,1
411241,502534,0
339027,591678,0
441745,461287,0
202767,629971,0
658081,679483,0
522913,592569,1
394041,452736,1
258198,268052,1
314050,602638,0
538011,546540,1
232848,395885,1
189959,326013,1
475935,540723,1
390154,647145,0
436584,674124,1
288122,314325,0
641195,680474,0
624363,657917,0
287237,514058,0
146814,358103,1
399266,433020,1
163129,254957,1
121774,507798,0
480678,669965,0
405718,600066,0
192484,258477,1
436827,443328,0
538890,672767,0
