img_id,blood_ids,blood_id_indices,blood_name,pg_id,num_blood_ids,sum_blood_idf,has_pg_id,has_blood_name,split
111860,08-32-016470|B01-4383024|B05-4045012|B05-4045228|N07-1730908,"[1679,19347,22117,22125,45701]",,特比001742,5,40.00095298059226,1,0,test
111864,B01-4483224|B02-4376348|B03-4291209|B05-4045012|B05-4045117|B98-4276413|B98-4276485,"[19372,19977,20669,22117,22122,37144,37145]",,07-10-011154,7,57.99733200347136,1,0,test
112069,D97-1434-1307,[43285],戴扶连特,CHN2005-09-037556,1,7.320682670942134,1,1,test
112079,B03-3135117|B2008-6340442|N1999-2411761|N1999-2411769|N2002-1635193|N2005-1441789|N2006-2162303|N2008-1537225|N2010-1681846,"[20556,33202,48051,48052,48210,48451,48563,48739,48921]",瑞克赫尔曼×佛科克,CHN2017-03-0077158,9,66.72327494940876,1,1,test
112113,1994-28881994,[5708],贝克詹森,AU96-FVC-9721,1,7.209457035831909,1,1,test
112118,B03-6457022|B88-6693937|B91-6227403|B94-6261202|B94-6261210|B95-6274317|B95-6274330,"[21043,34554,34958,35724,35726,36079,36081]",詹森,BELG2003-6485743,7,56.04015316764693,1,1,test
11250,B00-6340067|B00-6551430|B03-6147067|B04-6430728|B88-6502411|B89-6606996|B89-6611596|B89-6611641|B90-2508567|B92-6074663|B92-6596037|B93-2434274|B97-2616294|B97-6355026|B99-2228133,"[19048,19131,20844,21787,34551,34665,34666,34669,34708,35183,35251,35296,36636,36877,37514]",桑杰士,B04-6430728,15,119.72802575638302,1,1,test
113052,2003-20-011142,[6525],,CHN2006-20-000071,1,8.207985865943037,1,0,test
113229,08-10-450217|09-32-589677|B01-4383257|B90-4002911|B90-4002926|B94-4421875|B97-4237247,"[1592,2027,19355,34730,34732,35631,36701]",帝卢速霸龙,B05-4045228,7,52.04353702940673,1,1,test
113297,B03-6063937,[20804],瓦特,B03-6063937,1,9.05528372633024,1,1,test
113440,B2006-3148444|D07364-08-249,"[32927,42677]",,,2,17.599741828894487,0,0,test
113551,B1992-3138647|B1995-3336674|B1995-6236216|B1998-5112160|B2001-5241982|B99-3020065,"[31869,31972,31989,32146,32418,37550]",飞戈,B2006-3206562,6,48.3969605897686,1,1,test
113819,2002-02-128088|2002-02-128569|BLG96-6223326,"[6224,6225,41645]",胡本小海尔比,CHN2005-04-019135,3,26.36734348277295,1,1,test
113862,2007-04-176460|BLG2005-6378066,"[7601,39527]",年轻巴龙直子×詹森麦克斯,CHN2010-04-045802,2,18.516032560768643,1,1,test
113863,2005-04-179190|BLG2005-6378066,"[6908,39527]",年轻巴龙直子×年轻巴龙直孙女,CHN2009-04-651839,2,18.11056745266048,1,1,test
113961,02-10-200028|03-10-087448,"[267,423]",胡本近血,CHN08-10-335717,2,17.8228853802087,1,1,test
114201,B00-6156432|B90-6277397|B98-6590496|BLG2009-6222918,"[18955,34790,37441,40235]",胡本,BELG2009-6222918,4,28.741354382700777,1,1,test
114481,09-09-425734|98-09-005741|98-09-029787,"[1901,18462,18465]",詹森*90#卡特利斯*冯莱尔,CHN01-09-283386,3,23.18099084961031,1,1,test
114584,03-10-088962|03-10-088979|09-32-599107,"[424,426,2028]",胡本,CHN09-32-599107,3,26.030871246151737,1,1,test
114587,2003-10-028329|B05-4045062|B05-4045228|B05-4045270,"[6489,22119,22125,22128]",速霸龙,CHN10-10-702161,4,29.047176585564166,1,1,test
114619,09-09-425484|11-09-132208,"[1900,2668]",詹森*凡代克*考夫曼,CHN07-09-018295,2,18.11056745266048,1,1,test
114758,B03-5071100|N01-2347699|N03-1529186|N94-2719115,"[20729,43802,44326,50091]",,B08-5061305,4,37.43753022964545,1,0,test
11499,B98-2061202,[37004],,BELG98-2061202,1,8.074454473318514,1,0,test
11501,B98-2061202,[37004],电脑戈马利,BELG00-2117288,1,8.074454473318514,1,1,test
115135,2003-20-006063|2003-20-011142|2006-20-000071|2007-20-000004|2007-20-008425|2009-18-094399,"[6523,6525,7368,7811,7820,8898]",顶级公牛“55“第四代,2010-18-071077,6,54.00765264135878,1,1,test
115630,00-10-020050|02-09-277443|98-10-539145|99-10-539145|B96-2363131|N91-1122331|N97-2540852,"[25,254,18489,18562,36239,49744,50589]",苍白近亲,CHN10-09-383377,7,48.72187250595418,1,1,test
116477,1994-28881994,[5708],苏维八关王直女,2007-20-000088,1,7.209457035831909,1,1,test
116480,1998-20-000185|2000-20-000055,"[5817,6020]",顶级公牛“55”直女,2008-20-000020,2,14.490680870033497,1,1,test
116484,1994-28881994,[5708],,2008-20-000088,1,7.209457035831909,1,0,test
116773,1998-20-000185,[5817],顶级公牛“524“第三代,2000-20-000055,1,7.514838685383092,1,1,test
116998,1055-00-01044|1055-01-0580|1055-01-0950|1949-86-100|3379-93-0190,"[2463,2467,2469,5625,17981]",兰色奥尔良,DV07764-06-626,5,46.38745344031787,1,1,test
11735,N02-1941083|N97-7022655,"[44050,50642]",慕利门*霍夫肯,NL03－1426615,2,18.11056745266048,1,1,test
117822,1998-20-000185|2000-20-000055,"[5817,6020]",顶级公牛“55”直子,CHN2005-20-000108雄,2,14.490680870033497,1,1,test
117978,1994-28881994,[5708],苏维八关王直子,CHN2008-20-000037雄,1,7.209457035831909,1,1,test
117986,2005-20-000004,[7054],苏维八关王第三代,CHN2009-20-000001雄,1,9.05528372633024,1,1,test
118173,B01-6455003|B03-6032888|B05-6045400|B07-6369508|B08-6368076|B11-6327077,"[19677,20785,22361,24397,25384,28272]",奥林匹克03直子X奥林匹克03直女,B11-6327077雌,6,45.67146758393969,1,1,test
118177,B00-2117365|B00-4065903|B02-4247577|B02-6183731|B03-6484320|B04-2194146|B04-6095495|B04-6468278|B05-2142779|B06-6210067|B09-2054459|B94-6323005|B95-6246005|B97-6390083|B99-4393735,"[18618,18757,19949,20196,21074,21189,21588,21834,21933,23351,25557,35745,36064,36888,37648]",,B09-2054459,15,123.7920649554218,1,0,test
118585,B05-5148408,[22281],白雪公主,CHN10-01-273680,1,8.074454473318514,1,1,test
118658,B00-6534281,[19111],詹森麦克斯＼詹森０１９,ＣＨＮ０６－１５－００６１７２,1,7.75600074219998,1,1,test
118659,B00-6534281,[19111],詹森０１９,ＣＨＮ０３－１５－０１１１０９,1,7.75600074219998,1,1,test
118744,1999-20-000005|2003-20-000202|2007-20-000123|2008-20-000031,"[5902,6521,7815,8350]",林波尔苏维,CHN2005-20-010658,4,34.25947639929751,1,1,test
119148,B00-2117469|B04-2194320|B89-2201297|B91-2306376|B92-5170691|B97-2076300,"[18619,21193,34570,34869,35150,36591]",电脑戈马力,BELG05-2142783,6,50.595405423510044,1,1,test
119198,B00-6460908|B01-2204067|B01-6455003|B07-6363023|B95-6246005|B96-6286060|N00-4278193|N98-5821416|N98-5821470|N99-5971341,"[19086,19199,19677,24365,36064,36440,43546,50852,50856,51136]",,B07-6363023雄,10,64.43831520280055,1,0,test
119203,98-10-538799|98-10-539145|B96-2363131|B96-6086064|N91-1122331,"[18486,18489,36239,36385,49744]",苍白骑士直孙,2007-09-002118,5,29.792375318974454,1,1,test
120166,14-08-278002|2011-08-281941|2013-08-316023|2014-08-278002|B08-4040806|B09-4042911,"[4044,10170,12242,13310,24768,25804]",辽宁琪阳公棚决赛462名,CHN14-08-278002雌,6,53.874121248734255,1,1,test
12038,02-01-495120|03-01-286829|08-01-345155|11-01-709152,"[203,333,1394,2534]",保罗西翁系+罗伯特西翁系,CHN11-01-709152-雄,4,35.6457707604174,1,1,test
120582,2010-08-011991|2011-08-116860|2012-08-031841|2012-08-031842|2012-08-092841,"[9353,10144,11141,11142,11174]",100%乔斯托内黄金血统拿破仑系,2010-08-018070,5,30.9784720479482,1,1,test
120748,03-09-240489|06-09-167042|06-09-278242|09-09-131038|09-09-131039|09-09-425734|99-09-121911,"[412,976,978,1878,1879,1901,18531]",戈登*90#杨阿腾,CHN01-09-283381,7,62.10012562017997,1,1,test
120893,02-12-148192|2001-12-190837,"[285,6133]",群鹰系,CHN02-12-148192,2,17.53520330775692,1,1,test
12093,BLG79-3429141|BLG81-3371310|BLG83-3254005|BLG84-3392491|BLG85-3372145|BLG89-3360340|BLG94-3311482,"[41507,41516,41525,41529,41535,41563,41610]",纯凡布里安娜系,NIPPON99-102914-灰-黄眼-雌,7,59.0047308520828,1,1,test
12139,B00-6245149|B00-6245150|B04-6244762|B04-6244764|B06-6307734|B99-6340994|B99-6343940,"[19001,19002,21669,21670,23471,37836,37837]",瓦特.德累克,B06-6307734,7,56.02065019574928,1,1,test
121770,2011-08-099715,[10140],100%乔斯托内黄金血统拿破仑系,2007-08-072388,1,6.627535490382189,1,1,test
121776,2011-08-099715|2012-08-031841|2012-08-031842|2012-08-092841,"[10140,11141,11142,11174]",100%乔斯托内黄金血统拿破仑系,2010-08-018030,4,24.465253385245905,1,1,test
121778,2011-08-099715|2012-08-031841|2012-08-031842|2012-08-092841,"[10140,11141,11142,11174]",100%乔斯托内黄金血统拿破仑系,2010-08-018010,4,24.465253385245905,1,1,test
121826,B90-4002911|B90-4002926,"[34730,34732]",速霸龙,B2000-4065598,2,14.701989963700704,1,1,test
121918,2011-2083011|2065-03-447|2065-09-238|2065-13-226|4030-07-660|B02-2214260|B02-2214264|B07-2055480|D02065-03-478,"[10415,17776,17790,17805,18021,19804,19808,23669,41980]",电脑戈马利,DV02065-13-226,9,69.32922121942484,1,1,test
122236,B02-6183084|B03-6257098|B03-6257209|B03-6257231|B07-6033110|B08-6177661|B08-6369093|B11-6341403|B13-6305953|B1997-6407575|B2002-6183083|B92-6235626|B96-6404318|B98-6335690|BLG2017-2111171,"[20188,20913,20915,20916,24094,25177,25394,28316,29816,32099,32540,35211,36495,37328,41365]",葛斯顿·“奶酪小子”,BELG2017-2111171,15,105.1648917736425,1,1,test
123017,B02-3185273|B98-3158062,"[19893,37096]",盖比,B05-3006778,2,10.964582984946095,1,1,test
123082,01-09-141941|09-09-425734|98-09-005741|98-09-029787|99-09-008871,"[130,1901,18462,18465,18528]",风雨詹森回血鸽,CHN02-09-128885,5,39.463431188871866,1,1,test
123244,2010-15-364155,[9542],黑金刚X扬阿腾,2009-32-502477,1,9.05528372633024,1,1,test
123749,N84-1518770,[49504],博克斯曼,NL07-3750649,1,8.54445810256425,1,1,test
124100,D07883-00-3998,[42692],西格穆勒,DV0583-10-195,1,8.76760165387846,1,1,test
124276,B00-4066087|B00-4174021|B01-4383337|B02-4406102|B03-4290077|B03-4290095|B04-2063085|B04-4052618|B04-4277026|B05-2062145|B06-2042579|B06-4112056|B07-4093286|B08-4095174|B90-4002911|B90-4002926|B91-4261261|B97-4173729|B99-4391511|B99-4500907,"[18761,18772,19356,19981,20663,20666,21136,21337,21369,21913,22764,22968,23897,24791,34730,34732,34911,36695,37636,37660]",出自“利蒙治号”配其女儿,BE06-4112056,20,125.32681572871553,1,1,test
124388,B00-4352680|B01-4383257|B01-4443228|B07-4093286|B94-4421875,"[18793,19355,19362,23897,35631]",法兰斯直孙，托宝之子,B05－4045111,5,34.96989113155519,1,1,test
124660,2010-08-011991|2011-08-116860|2012-08-031841|2012-08-031842|2012-08-092841,"[9353,10144,11141,11142,11174]",100%乔斯托内黄金血统拿破仑系,2010-08-018022,5,30.9784720479482,1,1,test
12549,03-01-539336|05-01-617529,"[344,698]",詹森019系的回血种鸽,10-01-203249-♀,2,17.8228853802087,1,1,test
125898,D01055-01-540|D07764-06-601,"[41763,42689]",里奇100号,CHN2007-02-027614,2,17.216749576638385,1,1,test
125899,B07-4093269|B2009-4035227|B2011-4244188|B2014-4279753,"[23896,33245,33494,33741]",福雷迪.范西.原舍.扳机指.直女,BE2014-4279753,4,35.16884668832709,1,1,test
125918,N08-1241483|N11-1740162|N13-1237283|N13-1237320|N14-1441995|N16-1523674|N16-1523685|N17-1073524,"[45982,46948,47274,47275,47470,47661,47662,47704]",罗恩.范维格父子.慕伦418公里亚军,NL17-1073524,8,73.7764481706228,1,1,test
125948,N2001-1208963|N2004-1323827,"[48146,48346]",吐尼尔,10-08-105580,2,18.228350488316863,1,1,test
126320,2003-11-015016|2004-000032|2005-11-005708|2006-11-021808|2006-11-161556|2006-11-171889|2007-11-071442|2010-11-109413,"[6502,6580,6997,7315,7318,7319,7732,9483]",桑杰士*贝克詹森,2010-109413,8,65.54837404042246,1,1,test
126574,2012-08-031841|2012-08-031842|2012-08-092841|B04-5206815,"[11141,11142,11174,21502]",100%乔斯托内黄金血统拿破仑系,2011-08-018074,4,24.002629863297795,1,1,test
126576,2012-08-031841|2012-08-031842|2012-08-092841|B04-5206815,"[11141,11142,11174,21502]",100%乔斯托内黄金血统拿破仑系,2010-08-018046,4,24.002629863297795,1,1,test
126918,B00-6156432|B01-6255239|B01-6255263|B02-6091694|B03-6266091|B04-6463772|B05-6166278|B05-6166391|B05-6166521|B06-6267274|B07-6076226|B10-6038389|B13-6080890|B90-6277397|B99-6143594|B99-6143595,"[18955,19570,19573,20113,20926,21811,22466,22477,22486,23407,24157,27044,29679,34790,37744,37745]",胡本,BELG13-6080890,16,110.40686536868188,1,1,test
128169,B01-6263026|B02-6298814|B02-6298969|B08-6350739|B92-6095425|B92-6680123,"[19595,20270,20282,25365,35185,35261]",凡龙高级种鸽,B07-6397873,6,54.85495050174598,1,1,test
128294,2005-08-081155|2007-08-022864|2011-08-093731|2012-08-030181|2012-08-030182|2012-08-035050|2013-01-1177076|2013-01-663302|2013-01-914786|2014-01-03379|2016-01-0561907|2016-01-0561908|2016-01-0561963|2016-01-1087834,"[6942,7659,10134,11122,11124,11144,11741,11817,11858,12782,15118,15119,15136,15194]",罗森392直子-霍夫肯直女,▲.2011-08-093731.点雄.五关综合.亚军。.,14,101.82396149413941,1,1,test
128859,B00-3046639|B03-3217064,"[18670,20569]",安德烈勃默德,B07-3201483,2,18.92149766887681,1,1,test
128888,B07-6060416|B07-6060467,"[24134,24140]",隆吉尔,BE10-6140283,2,16.356548311415274,1,1,test
129727,B03-6266193|B98-6590496,"[20931,37441]",胡本原舍,BELG08-6314600,2,13.81555219497623,1,1,test
129749,B06-6150906|B92-3138647|B95-3336674|B99-3020065|N09-4775505,"[23274,35090,35949,37550,46518]",芮娜原棚,B08-3079194,5,34.97580683231922,1,1,test
129776,2014-08-278010|B06-6270115|B08-6174617|B10-6052211,"[13312,23434,25143,27086]",乔斯.佛卡门.原舍,B10-6052211,4,37.43753022964545,1,1,test
129894,2012-06-004123|2012-06-004126|2012-06-004128|2012-06-004139|2012-06-04130|2013-06-332267,"[11002,11003,11005,11009,11013,12101]",詹森系,2010-06-415527,6,51.45375312008383,1,1,test
129905,13-06-332267|13-06-332269|2011-06-072702|2012-06-004123|2012-06-004126|2012-06-004137|2016-06-0311193,"[3564,3565,10027,11002,11003,11007,15438]",超级种鸽,2011-06-415507,7,56.59701384098593,1,1,test
130063,B03-4448258|B09-4077202|B09-4077214|B09-4077242|B10-4007823|B2011-4232165,"[20708,25809,25810,25811,26722,33492]",艾迪。卢太慈,B2011-4232165,6,54.7371674660896,1,1,test
130187,B00-9010284|B01-2184401|B01-2184515|B01-9008211|B05-2075728|B08-9008196|B94-9214622|B95-9030059|B96-2280907|B97-2174255|B97-2174365|B97-9070167|B98-2245403,"[19145,19190,19191,19733,21918,25479,35846,36196,36236,36604,36606,36978,37031]",马克罗森斯,B08-9008196,13,122.58426973959111,1,1,test
130861,2010-08-011991|2011-08-116860|2012-08-031841|2012-08-031842|2012-08-092841|2013-01-665675|B04-5206815,"[9353,10144,11141,11142,11174,11824,21502]",100%乔斯托内黄金血统拿破仑系,2011-08-092855,7,46.60413285082068,1,1,test
130893,2011-08-099715,[10140],100%乔斯托内黄金血统拿破仑系,2007-08-010718,1,6.627535490382189,1,1,test
130921,2011-08-099715,[10140],100%乔斯托内黄金血统拿破仑系,2011-08-116867,1,6.627535490382189,1,1,test
130943,2011-08-092861,[10133],100%乔斯托内黄金血统拿破仑系,2008-08-107005,1,7.956671437662131,1,1,test
131453,03-02-243792|08-02-045087|09-02-079260|10-02-482683|2003-02-243792|2007-02-410634|2011-02-015003|2011-02-015811|98-09-109375,"[348,1422,1756,2170,6409,7539,9862,9863,18466]",,2011-02-015811,9,78.82439871172056,1,0,test
131526,10-10-251017|12-09-105465|13-10-100480|15-10-0834014,"[2320,3129,3718,4558]",桑杰士X考夫曼X詹森X克拉克X盖比X凡代克X电脑,CHN2019-10-0650908,4,36.744383049085506,1,1,test
132076,2011-01-515561|2011-03-948544,"[9815,9937]",超级73配金马顿丝,AU07GEO7633,2,17.53520330775692,1,1,test
132201,2001-08-036524|B1999-3199606|B93-3050068|B96-3156107,"[6098,32203,35310,36272]",盖比*瓦特,2005-08-161662,4,34.66494150740567,1,1,test
132266,2012-12-143029|2012-12-143030|2012-12-190195|2013-12-180547|2014-12-121832|2014-12-121834|2014-12-172056|2015-12-001213|2015-12-001223|2015-12-001233|2015-12-0090813|2015-12-0090823|2015-12-0108077|2015-12-0108082|2015-12-0121241|2016-00-801567|2016-00-801570|2016-12-0048586|2016-12-0050237|2016-12-0332464|2016-12-0362684|2016-12-801552|2016-12-882224|2016-12-882245|2017-12-0423843|2017-12-0423844|2017-12-0492698|2018-12-0383256|2019-12-0530378|2019-12-0530382|2019-12-0530385|2019-12-0530387|2019-12-0530389|2019-12-0530436|B03-2252176|B04-2210528|B07-2142965|B09-2086028|B98-6210498,"[11324,11325,11334,12372,13500,13501,13504,14589,14590,14591,14595,14596,14598,14599,14600,14995,14996,15673,15693,15710,15714,15721,15725,15726,16590,16591,16600,17274,17681,17682,17683,17684,17685,17687,20490,21202,23704,25571,37288]",胡本,B09-2086028,39,356.64695207630433,1,1,test
132292,11-2006-041933,[2816],詹森配菲戈,CHN18-2011-030241,1,8.54445810256425,1,1,test
132294,18-2006-011666|18-2010-098862|2004-304988|B2000-2352323|B2006-2231427|B2006-4375997,"[5302,5320,6822,32269,32917,32937]",考夫曼配电脑,CHN18-2011-024669,6,49.900885559138125,1,1,test
132364,B07-3182009|B07-3182025|B2009-3172925,"[23820,23825,33238]",吉诺原棚-飞戈血统,B08-3172925,3,26.07966141032117,1,1,test
132547,10-01-337736|10-01-608167|10-01-804891|11-01-004100|11-01-610183|11-01-638110|11-01-643947|11-01-649454|11-01-681118|11-01-803303,"[2101,2116,2124,2487,2520,2524,2525,2526,2527,2542]",,,10,90.55283726330241,0,0,test
132558,06-12-051187|08-12-079282,"[1016,1620]",群鹰红狐系,2011一12－205581,2,16.906594648334544,1,1,test
132599,B01-4174049|B03-4316077|B03-4449435|B06-4381760|B96-4391970|B99-4500907|N02-1559724|N97-2555496,"[19314,20677,20711,23057,36338,37660,43975,50596]",凡龙詹森,,8,63.485730200463635,0,1,test
